公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80071741","中海油田服务股份有限公司","中海油服","China Oilfield Services Limited","COSL","007004","其它","0","-1","赵顺强","赵顺强","赵顺强","孙维洲","None","001001","2001-12-25","477159.2","14858","None","天津滨海高新区塘沽海洋科技园海川路1581号","许可经营项目:对外派遣与其实力、规模、业绩相适应的境外工程所需的劳务人员;国内沿海普通货船、成品油船及渤海湾内港口间原油船运输;天津水域高速客船运输;普通货运(限天津分公司经营)。一般经营项目:为石油、天然气及其他地质矿产的勘察、勘探、开发及开采提供服务;工程勘察、岩土工程和软基处理、水下遥控机械作业、管道检测与维修、定位导航、测绘服务、数据处理与解释、油气井钻凿、完井、伽玛测井、油气井测试、固井、泥浆录井、钻井泥浆配制、井壁射孔、岩芯取样、定向井工程、井下作业、油气井修理、油井增产施工、井底防砂、起下油套管、过滤及井下事故处理服务;上述服务相关的设备、工具、仪器、管材的检验、维修、租赁和销售业务;泥浆、固井水泥添加剂、油田化学添加剂、专用工具、机电产品、仪器仪表、油气井射孔器材的研制;承包境外工程项目;机电、通讯、化工产品(危险化学品除外)的销售;进出口业务;为油田的勘探、开发、生产提供船舶服务、起锚作业、设备、设施、维修、装卸和其他劳务服务;船舶、机械、电子设备的配件的销售;环保工程服务;环保设备研发、制造、租赁、销售;环保工艺设计;环保作业场站建设和环保作业服务;安全/技能和技术培训。","石油及天然气勘探、开发及生产的各个阶段,主要分为钻井服务、油田技术服务、船舶服务、物探勘察服务四大板块。","1","0","CN"
