公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000093","郑州煤电股份有限公司","郑州煤电","Zhengzhou Coal Industry & Electric Power Co.,ltd.","ZCE","007004","其它","0","-1","于泽阳","于泽阳","张海洋","陈晓燕","冯松江","001007","1997-11-13","121841.2038","0","None","河南省郑州市中原西路66号","煤炭生产及销售(限分支机构凭证经营);企业专用通信网建设与服务(限分支机构经营);企业信息化建设与服务(限分支机构经营);通信产品的销售与服务(限分支机构经营);发电及输变电(自用电);设备安装(国家有专项规定的除外);铁路货物运输(本企业内部自用);货物装卸;机械制造;土地复垦;土地平整;矿山施工工程;销售:化工原料及产品(不含易燃易爆危险品)、普通机械、建材,铁路配件;铁路工程施工;国内贸易(国家有专项专营规定的除外);咨询服务,信息服务,技术服务;设备租赁,房屋租赁;人力资源服务;餐饮服务。因特网接入服务业务。(以上范围中凡需审批的,未获批准前不得经营)","煤炭生产及销售,发电及输变电。","1","0","CN"
