公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10001066","西藏矿业发展股份有限公司","西藏矿业","Tibet Mineral Development Co.,Ltd.","TMD","007004","其它","0","-1","曾泰","曾泰","张金涛","徐少兵","宁秀英","001001","1997-06-27","52081.924","0","None","西藏自治区拉萨市中和国际城金珠二路8号","地质勘探乙级(有效期至2017年5月31日);西藏山南曲松县罗布莎铬铁矿开采(有效期至2016年7月15日);西藏山南曲松县罗布莎I、II矿群南部铬铁矿开采(有效期至2021年1月13日);西藏阿里地区革吉县聂尔错硼镁矿开采(许可证有效期至2019年6月4日);地形测量、矿山测量、平面控制测量(许可证有效期至2019年12月31日);一般经营项目:多晶硅的采购及销售;进出口业务:矿业技术咨询;铬铁矿、硼矿、铜矿、锂矿、硼、氯化纳、氯化钾、土畜产品、中药材、运输设备的销售;房屋租赁。【依法须经批准的项目,经相关部门批准后方可开展经营活动。】","铬铁矿石、电解铜、锂产品、硼砂生产及销售。","1","0","CN"
