行业代码,报表日期,每股收益(摊薄),每股收益(扣除非经常性损益),每股销售收入,每股现金红利,销售毛利率,销售净利率,息税前利润率,总资产收益率,税前总资产收益率,净资产收益率,净资产收益率(扣除非经常性损益),每股未分配利润,每股资本公积金,流动比率,速动比率,应收账款周转率,资产负债率,每股现金流,总资产周转率,每股经营性现金流,非经常性损益比率,应收账款周转天数,存货周转率,存货周转天数,固定资产周转率,净资产增长率,红利发放比率,留存比率,每股净资产,调整后的每股净资产,
20107010,2018-09-30 00:00:00,0.2189,0.1502,27.7398,0.0,0.0465,0.0078,0.0235,0.0235,0.1551,0.0521,0.0357,1.184,1.4711,1.7635,1.4107,None,58.6362,-0.195,None,-0.2609,73.0776,None,None,None,None,None,0.0,1.0,1.229,None,
20107010,2019-12-31 00:00:00,0.2721,0.1871,37.2475,0.0858,0.0553,0.0073,0.0263,0.0308,0.2317,0.0643,0.0442,1.2907,1.4328,3.8266,3.1873,40.4761,58.3395,0.053,2.1012,1.0038,72.9707,0.0247,54.2703,0.0184,267.7418,6.401,0.132,0.868,1.7976,None,
20107010,2020-09-30 00:00:00,0.166,0.1318,32.7808,0.0,0.0453,0.005,0.0201,0.0174,0.1434,0.036,0.0286,1.4077,1.5888,1.4977,1.142,None,72.4284,0.0927,None,-0.3699,23.3747,None,None,None,None,None,0.0,1.0,None,None,
20107010,2017-03-31 00:00:00,0.0502,0.0357,7.7477,0.0,0.0441,0.0064,0.0181,0.0064,0.0375,0.0134,0.0095,0.9859,1.6473,2.2869,1.9368,None,58.2697,0.1897,None,-1.235,31.4793,None,None,None,None,None,0.0,1.0,2.9578,None,
20107010,2018-06-30 00:00:00,0.1449,0.1021,16.9972,0.0,0.0468,0.0085,0.0225,0.0153,0.0962,0.0364,0.0256,1.0815,1.4371,2.8716,2.3361,None,54.3384,-0.0675,None,-0.6299,205.9243,None,None,None,None,None,0.0,1.0,1.8519,None,
20107010,2018-03-31 00:00:00,0.0767,0.0524,7.9109,0.0,0.048,0.0096,0.0236,0.0069,0.0444,0.0182,0.0124,1.1384,1.5525,2.0144,1.6073,None,57.1098,-0.1143,None,-0.8704,33.336,None,None,None,None,None,0.0,1.0,1.0737,None,
20107010,2017-06-30 00:00:00,0.1121,0.0664,15.8866,0.0,0.042,0.007,0.0185,0.0143,0.0818,0.0311,0.0184,0.8996,1.4764,3.5653,2.8833,None,51.748,-0.0631,None,-0.9258,21.2045,None,None,None,None,None,0.0,1.0,2.083,None,
20107010,2018-12-31 00:00:00,0.2309,0.1328,36.7541,0.0014,0.0516,0.0062,0.024,0.0309,0.2112,0.0552,0.0317,1.1098,1.4188,12.3923,11.7486,50.8232,54.0035,0.0306,2.2527,0.6721,51.9278,0.0196,50.3373,0.0198,342.6549,6.9714,0.0445,0.9555,1.858,None,
20107010,2021-03-31 00:00:00,0.0979,0.0892,12.3253,0.0,0.045,0.0079,0.0226,0.0071,0.0606,0.0212,0.0194,1.1928,1.6111,1.5811,1.0678,None,73.0409,-0.2224,None,-2.108,9.1185,None,None,None,None,None,0.0,1.0,1.21,None,
20107010,2019-06-30 00:00:00,0.1986,0.1388,18.0929,0.0,0.0551,0.0109,0.0303,0.0176,0.1246,0.0451,0.0315,1.3199,1.5265,11.336,10.742,None,55.165,-0.1767,None,0.0171,23.6306,None,None,None,None,None,0.0,1.0,1.805,None,
