行业代码,报表日期,每股收益(摊薄),每股收益(扣除非经常性损益),每股销售收入,每股现金红利,销售毛利率,销售净利率,息税前利润率,总资产收益率,税前总资产收益率,净资产收益率,净资产收益率(扣除非经常性损益),每股未分配利润,每股资本公积金,流动比率,速动比率,应收账款周转率,资产负债率,每股现金流,总资产周转率,每股经营性现金流,非经常性损益比率,应收账款周转天数,存货周转率,存货周转天数,固定资产周转率,净资产增长率,红利发放比率,留存比率,每股净资产,调整后的每股净资产,
10101020,2017-09-30 00:00:00,-0.0512,-0.0798,2.6016,0.0,0.0843,-0.0197,0.013,0.0023,0.0111,-0.0168,-0.0262,0.5158,1.5438,3.1375,2.6559,None,38.9362,-0.2277,None,-0.1559,91.2812,None,None,None,None,None,0.0,1.0,4.08,None,
10101020,2018-09-30 00:00:00,0.0384,0.0051,3.0687,0.0,0.086,0.0125,0.0222,0.0055,0.0238,0.0133,0.0017,0.2835,1.4354,3.281,2.8164,None,41.0426,-0.4077,None,-0.0175,-16.352,None,None,None,None,None,0.0,1.0,None,None,
10101020,2019-12-31 00:00:00,0.1232,0.0851,4.627,0.01,0.1268,0.0266,0.0481,0.0251,0.0847,0.0468,0.0323,0.3814,1.172,4.2936,3.8394,2.7316,46.9596,-0.0016,0.625,0.2004,40.2738,0.366,8.9954,0.1111,22.6446,1.6386,0.0372,0.9628,2.4669,None,
10101020,2020-09-30 00:00:00,0.0799,0.0649,3.1951,0.0,0.1171,0.025,0.051,0.0185,0.0597,0.0292,0.0238,0.4171,1.2021,2.9789,2.5843,None,47.5809,-0.0247,None,-0.1099,142.414,None,None,None,None,None,0.0,1.0,4.02,None,
10101020,2017-03-31 00:00:00,-0.0478,-0.0535,0.6788,0.0,0.0353,-0.0704,-0.0438,-0.0042,-0.0091,-0.0146,-0.0163,0.5371,1.5377,3.2387,2.7421,None,38.1437,-0.2199,None,-0.2044,-2.114,None,None,None,None,None,0.0,1.0,4.505,None,
10101020,2018-06-30 00:00:00,0.0183,-0.0081,1.8241,0.0,0.0916,0.01,0.0293,0.0048,0.0182,0.0062,-0.0027,0.2657,1.3952,3.2761,2.7042,None,40.4965,-0.1261,None,-0.0265,-57.204,None,None,None,None,None,0.0,1.0,1.9618,None,
10101020,2018-03-31 00:00:00,-0.0244,-0.0429,0.7845,0.0,0.0733,-0.0311,0.0151,0.0013,0.0041,-0.0086,-0.0151,0.2606,1.4386,3.521,3.0835,None,39.1904,-0.3122,None,-0.0382,32.7287,None,None,None,None,None,0.0,1.0,None,None,
10101020,2017-06-30 00:00:00,-0.0195,-0.0391,1.4808,0.0,0.0886,-0.0131,0.0149,0.0021,0.0084,-0.0074,-0.0148,0.4893,1.204,5.1915,4.4524,None,39.7051,-0.1095,None,-0.1448,43.3941,None,None,None,None,None,0.0,1.0,2.0868,None,
10101020,2021-03-31 00:00:00,0.0176,0.0127,0.9355,0.0,0.0897,0.0188,0.0351,0.0035,0.0119,0.0063,0.0045,0.4213,1.2059,2.3621,1.9645,None,48.1975,-0.0601,None,-0.1343,35.6476,None,None,None,None,None,0.0,1.0,None,None,
10101020,2019-06-30 00:00:00,0.0425,0.0295,1.8321,0.0,0.1144,0.0232,0.05,0.0105,0.0372,0.0172,0.0119,0.3114,1.1753,4.1337,3.5173,None,45.0487,-0.1548,None,-0.2313,-4.8809,None,None,None,None,None,0.0,1.0,2.0737,None,
10101020,2021-06-30 00:00:00,0.0695,0.0585,2.1815,0.0,0.1083,0.0318,0.0527,0.0131,0.0418,0.0252,0.0212,0.4423,1.1964,4.2448,3.6423,None,41.5516,-0.0846,None,-0.1176,3.2154,None,None,None,None,None,0.0,1.0,2.4886,None,
10101020,2019-09-30 00:00:00,0.0896,0.0357,2.9774,0.0,0.1136,0.0301,0.0532,0.0179,0.0631,0.0357,0.0142,0.3509,1.1837,2.2103,1.7636,None,47.5412,-0.0627,None,-0.1918,58.8132,None,None,None,None,None,0.0,1.0,None,None,
10101020,2017-12-31 00:00:00,-0.1581,-0.1959,3.8428,0.0,0.0819,-0.0411,-0.0104,-0.0107,-0.0145,-0.0573,-0.0711,0.3331,1.2333,3.1289,2.6644,2.0266,42.2524,0.0272,0.5557,0.2387,135.1055,0.4934,12.3942,0.0806,46.3743,1.4736,0.0232,0.9768,2.1569,None,
