行业代码,报表日期,每股收益(摊薄),每股收益(扣除非经常性损益),每股销售收入,每股现金红利,销售毛利率,销售净利率,息税前利润率,总资产收益率,税前总资产收益率,净资产收益率,净资产收益率(扣除非经常性损益),每股未分配利润,每股资本公积金,流动比率,速动比率,应收账款周转率,资产负债率,每股现金流,总资产周转率,每股经营性现金流,非经常性损益比率,应收账款周转天数,存货周转率,存货周转天数,固定资产周转率,净资产增长率,红利发放比率,留存比率,每股净资产,调整后的每股净资产,
10102020,2017-09-30 00:00:00,0.0563,0.051,0.252,0.0,0.3681,0.2237,0.3474,0.0254,0.0615,0.0396,0.0358,0.1183,1.0061,2.3974,2.1736,None,35.7,0.7758,None,0.0663,40.0833,None,None,None,None,None,0.0,1.0,None,None,
10102020,2018-09-30 00:00:00,0.1446,0.141,0.6592,0.0,0.4663,0.2194,0.359,0.0495,0.1034,0.0632,0.0616,0.3086,0.9991,1.015,0.8719,None,53.7233,-1.2452,None,0.4437,77.9633,None,None,None,None,None,0.0,1.0,None,None,
10102020,2019-12-31 00:00:00,1.2311,1.1559,4.7611,0.0018,0.4065,0.2585,0.3843,0.0891,0.2048,0.1378,0.1293,6.6664,0.2399,1.2843,1.2202,6.5351,43.7225,1.3683,0.2504,2.5351,-3.3875,0.153,18.8467,0.053,3.3888,0.5654,0.0835,0.9165,2.37,None,
10102020,2020-09-30 00:00:00,0.0511,0.0457,0.7196,0.0,0.236,0.0711,0.215,0.0228,0.0538,0.0178,0.0159,0.5608,1.2573,1.2157,1.1634,None,43.2933,-0.0901,None,0.407,6.7933,None,None,None,None,None,0.0,1.0,None,None,
10102020,2017-03-31 00:00:00,0.02,0.0162,0.1063,0.0,0.3239,0.1884,0.2033,0.0094,0.0177,0.0164,0.0133,0.1165,0.4855,3.0618,2.8711,None,32.6333,0.506,None,-0.0479,32.5466,None,None,None,None,None,0.0,1.0,None,None,
10102020,2018-06-30 00:00:00,0.0737,0.0711,0.4203,0.0,0.465,0.1753,0.3348,0.0393,0.0827,0.0433,0.0418,0.2377,1.002,1.0544,0.9288,None,54.44,-1.2245,None,0.2531,41.98,None,None,None,None,None,0.0,1.0,2.06,None,
10102020,2018-03-31 00:00:00,0.0255,0.0252,0.1789,0.0,0.4396,0.1429,0.3921,0.0225,0.043,0.0156,0.0154,0.1898,1.002,0.8962,0.8306,None,53.92,-1.0982,None,0.1079,5.8166,None,None,None,None,None,0.0,1.0,None,None,
10102020,2017-06-30 00:00:00,0.0593,0.0519,0.2189,0.0,0.3507,0.2709,0.3963,0.0238,0.0615,0.042,0.0367,0.1548,0.4856,3.636,3.3524,None,28.2666,0.7653,None,0.0711,41.4233,None,None,None,None,None,0.0,1.0,1.34,None,
10102020,2021-03-31 00:00:00,1.9211,0.0507,6.8842,0.0,0.4295,0.279,0.4043,0.3656,1.0062,0.6945,0.0183,0.2468,1.2499,0.8423,0.8085,None,49.0566,-0.0354,None,3.1105,0.8833,None,None,None,None,None,0.0,1.0,None,None,
10102020,2021-06-30 00:00:00,0.6622,0.6461,2.2324,0.0,0.4472,0.2966,0.422,0.0862,0.1928,0.1355,0.1322,7.0543,0.2468,1.1539,1.1149,None,47.74,0.0345,None,1.2883,1.3025,None,None,None,None,None,0.0,1.0,None,None,
10102020,2019-09-30 00:00:00,0.1991,0.1997,0.8801,0.0,0.4374,0.2262,0.3437,0.0442,0.1159,0.0763,0.0765,0.5153,1.1196,1.2276,1.1507,None,42.91,1.4632,None,0.4913,-6.9033,None,None,None,None,None,0.0,1.0,None,None,
10102020,2017-12-31 00:00:00,0.11,0.1028,0.4867,0.0002,0.3713,0.2261,0.2882,0.0515,0.0902,0.0707,0.0661,0.1642,1.0021,1.3155,1.1543,4.1094,39.7866,0.9428,0.3673,0.1856,46.2133,0.2433,13.7872,0.0725,4.6204,0.6552,0.0,1.0,1.99,None,
10102020,2019-03-31 00:00:00,0.0001,-0.0001,0.2641,0.0,0.4182,0.0007,0.0675,0.0015,0.0076,0.0,0.0,0.3163,1.1247,0.971,0.938,None,45.3033,0.0166,None,0.0763,1.35,None,None,None,None,None,0.0,1.0,None,None,
10102020,2018-12-31 00:00:00,0.1641,0.1845,0.9518,0.0,0.4443,0.1724,0.3211,0.0508,0.1285,0.069,0.0776,0.3178,1.1305,0.874,0.8467,4.553,46.1466,-1.0021,0.2048,0.5998,16.95,0.2196,25.7565,0.0388,3.233,0.4573,0.0,1.0,2.18,None,
10102020,2020-12-31 00:00:00,0.4418,0.371,3.186,0.0009,0.3235,0.1386,0.2286,0.0352,0.0804,0.0487,0.0409,6.5891,0.2505,1.1974,1.1452,5.622,45.545,-0.3282,0.1839,1.6888,11.045,0.1778,15.4516,0.0647,2.5071,0.4011,0.0,1.0,1.83,None,
10102020,2021-09-30 00:00:00,0.1001,0.0993,0.7495,0.0,0.3645,0.1336,0.2762,0.0322,0.0775,0.0374,0.0371,0.2865,1.2148,0.8085,0.7773,None,50.1666,-0.2352,None,0.3623,1.2066,None,None,None,None,None,0.0,1.0,None,None,
10102020,2020-03-31 00:00:00,0.1145,0.1144,0.2885,0.0,0.4021,0.3967,0.6291,0.0257,0.0653,0.0411,0.0411,0.6311,1.1849,1.2326,1.1656,None,42.35,-0.2682,None,0.1394,0.2533,None,None,None,None,None,0.0,1.0,None,None,
10102020,2019-06-30 00:00:00,0.0955,0.0962,0.5612,0.0,0.4329,0.1701,0.2778,0.0227,0.0633,0.0387,0.039,0.4117,1.1196,1.0932,1.0293,None,43.6033,0.0676,None,0.2497,-7.14,None,None,None,None,None,0.0,1.0,2.24,None,
10102020,2020-06-30 00:00:00,0.048,0.0475,0.4902,0.0,0.226,0.0979,0.2565,0.0182,0.0449,0.0171,0.017,0.5576,1.1849,1.139,1.0883,None,41.6233,-0.6575,None,0.2426,0.9933,None,None,None,None,None,0.0,1.0,2.44,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
