公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
80161170,2021-06-30 00:00:00,其他(补充),元,人民币,11277793.05,None,None,3842041.75,None,None,None
80161170,2021-06-30 00:00:00,油气开采,元,人民币,176649958.53,None,None,105052584.24,None,None,None
80161170,2021-06-30 00:00:00,租赁收入,元,人民币,13847456.81,None,None,4129387.43,None,None,None
