公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
10001372,2017-06-30 00:00:00,洗精煤,元,人民币,1619794163.72,None,None,930835435.63,None,None,None,
10001372,2017-06-30 00:00:00,洗混块,元,人民币,50847245.82,None,None,30246226.0,None,None,None,
10001372,2017-06-30 00:00:00,其他洗煤,元,人民币,262601476.03,None,None,198393107.65,None,None,None,
10001372,2017-06-30 00:00:00,冶金焦,元,人民币,5759043881.42,None,None,5523873499.01,None,None,None,
10001372,2017-06-30 00:00:00,其他煤化工产品,元,人民币,2801932556.27,None,None,2839926415.93,None,None,None,
10001372,2017-06-30 00:00:00,贸易,元,人民币,106763111.59,None,None,105549972.75,None,None,None,
10001372,2017-06-30 00:00:00,内部抵销,元,人民币,-1580661219.34,None,None,-1528852052.29,None,None,None,
10001372,2017-06-30 00:00:00,其他（补充）,元,人民币,30959408.83,None,None,17429338.93,None,None,None,
,,,,,,,,,,,,
