公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10001079,2018-06-30 00:00:00,其他,元,人民币,198418760.89,None,None,140579671.78,None,None,None
10001079,2018-06-30 00:00:00,煤炭,元,人民币,886258315.39,None,None,476094013.3,None,None,None
