公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10001360","淮北矿业控股股份有限公司","淮北矿业","Huaibei Mining Holdings Co.,ltd.","hbky","007004","其它","0","-1","孙方","孙方","葛春贵","邱丹","焦道杰","001007","1999-03-18","248103.5925","0","None","安徽省淮北市人民中路276号","煤炭采掘、洗选加工、销售、存储;煤炭外购;煤化工产品(包括焦炭)的生产销售(不含危险品);化工原料及制品(不含化学危险)销售;股权投资;投资运营;信息化技术咨询、方案设计、运营维护服务及相关项目建设;智能化系统运营与服务;技术、经济咨询服务;民用爆炸物品生产,建筑石料用灰岩露天开采,硝酸铵、硝酸甲胺、硝酸钠、浓硝酸、一甲胺、苦味酸、黑索金、铝粉、石蜡、工业酒精、亚硝酸钠、氯酸钾、铅丹、醋酸丁酯、过氯乙烯销售,危险货物运输、普通货物运输、仓储服务,装卸搬运服务,机械设备、汽车租赁,销售汽车、机械设备,房地产经纪,民用爆炸物品包装材料、设备生产和销售,精细化工产品、田菁粉、塑料制品销售,爆破技术转让,爆破器材生产工艺技术转让,农产品收购。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","民爆器材产品销售和爆破工程服务。煤炭采掘、洗选加工、销售,煤化工产品的生产、销售等业务。","1","0","CN"
