公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10001125,2020-06-30 00:00:00,机制糖,元,人民币,63741681.92,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,贸易糖,元,人民币,1597922686.95,None,None,1597040406.64,None,None,None
10001125,2020-06-30 00:00:00,文化纸,元,人民币,34151115.0,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,生活纸,元,人民币,59491858.0,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,浆,元,人民币,45661207.91,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,硫精矿,元,人民币,112384807.26,None,None,91596043.59,None,None,None
10001125,2020-06-30 00:00:00,-3mm矿,元,人民币,31477361.12,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,出口手捡矿,元,人民币,3144812.07,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,硫酸,元,人民币,12898369.8,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,磷肥,元,人民币,17602057.82,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,试剂硫酸,元,人民币,3819644.21,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,铁矿粉,元,人民币,30305691.64,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,其他,元,人民币,38543470.35,None,None,None,None,None,None
10001125,2020-06-30 00:00:00,其他（补充）,元,人民币,None,None,None,35179785.07,None,None,None
