公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10001125,2017-12-31 00:00:00,自产糖,元,人民币,395888530.7,None,None,343963690.72,None,None,None
10001125,2017-12-31 00:00:00,贸易糖,元,人民币,355087854.97,None,None,357618244.55,None,None,None
10001125,2017-12-31 00:00:00,文化纸,元,人民币,52109548.49,None,None,48775906.75,None,None,None
10001125,2017-12-31 00:00:00,生活纸,元,人民币,294984480.92,None,None,295611746.2,None,None,None
10001125,2017-12-31 00:00:00,浆,元,人民币,124017847.04,None,None,117116002.38,None,None,None
10001125,2017-12-31 00:00:00,硫精矿,元,人民币,479167537.47,None,None,269522688.07,None,None,None
10001125,2017-12-31 00:00:00,-3mm矿,元,人民币,42184988.63,None,None,18896566.15,None,None,None
10001125,2017-12-31 00:00:00,出口手捡矿,元,人民币,5664630.84,None,None,1216307.4,None,None,None
10001125,2017-12-31 00:00:00,硫酸,元,人民币,20627309.02,None,None,17609856.9,None,None,None
10001125,2017-12-31 00:00:00,磷肥,元,人民币,34366206.82,None,None,42199980.63,None,None,None
10001125,2017-12-31 00:00:00,铁矿粉,元,人民币,20948797.31,None,None,14067585.99,None,None,None
10001125,2017-12-31 00:00:00,其他,元,人民币,82322858.62,None,None,73599319.49,None,None,None
