公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10001125,2018-06-30 00:00:00,贸易糖,元,人民币,489788710.76,None,None,485302151.66,None,None,None
10001125,2018-06-30 00:00:00,铁矿粉,元,人民币,38906552.89,None,None,13872726.59,None,None,None
10001125,2018-06-30 00:00:00,磷肥,元,人民币,20478577.33,None,None,21987416.24,None,None,None
10001125,2018-06-30 00:00:00,硫精矿,元,人民币,225774144.9,None,None,146330276.37,None,None,None
10001125,2018-06-30 00:00:00,机制糖,元,人民币,172698491.81,None,None,164335723.64,None,None,None
10001125,2018-06-30 00:00:00,生活纸,元,人民币,97913285.21,None,None,86233143.21,None,None,None
10001125,2018-06-30 00:00:00,文化纸,元,人民币,26709499.99,None,None,22952648.61,None,None,None
10001125,2018-06-30 00:00:00,浆,元,人民币,82963982.09,None,None,68178264.36,None,None,None
10001125,2018-06-30 00:00:00,试剂硫酸,元,人民币,14454437.96,None,None,3982282.82,None,None,None
10001125,2018-06-30 00:00:00,其他,元,人民币,3207834.55,None,None,3514333.51,None,None,None
10001125,2018-06-30 00:00:00,-3mm矿,元,人民币,26572512.62,None,None,13575488.0,None,None,None
10001125,2018-06-30 00:00:00,硫酸,元,人民币,60768084.12,None,None,24908935.45,None,None,None
10001125,2018-06-30 00:00:00,出口手捡矿,元,人民币,3081778.14,None,None,637120.99,None,None,None
10001125,2018-06-30 00:00:00,其他（补充）,元,人民币,40145004.81,None,None,33002127.61,None,None,None
