公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10001125,2019-06-30 00:00:00,文化纸,元,人民币,50424950.51,None,None,41892498.57,None,None,None
10001125,2019-06-30 00:00:00,硫精矿,元,人民币,177555077.81,None,None,107676717.77,None,None,None
10001125,2019-06-30 00:00:00,硫酸,元,人民币,35857247.37,None,None,35772551.44,None,None,None
10001125,2019-06-30 00:00:00,铁矿粉,元,人民币,44983541.77,None,None,30200683.06,None,None,None
10001125,2019-06-30 00:00:00,浆,元,人民币,57977711.88,None,None,47519233.54,None,None,None
10001125,2019-06-30 00:00:00,出口手捡矿,元,人民币,2749020.38,None,None,650762.52,None,None,None
10001125,2019-06-30 00:00:00,试剂硫酸,元,人民币,6306836.27,None,None,3628449.95,None,None,None
10001125,2019-06-30 00:00:00,贸易糖,元,人民币,674084821.44,None,None,674091876.67,None,None,None
10001125,2019-06-30 00:00:00,其他（补充）,元,人民币,46970174.67,None,None,31847626.57,None,None,None
10001125,2019-06-30 00:00:00,机制糖,元,人民币,157412457.43,None,None,161176058.79,None,None,None
10001125,2019-06-30 00:00:00,生活纸,元,人民币,81244551.2,None,None,72161303.32,None,None,None
10001125,2019-06-30 00:00:00,-3mm矿,元,人民币,29694831.67,None,None,11207944.65,None,None,None
10001125,2019-06-30 00:00:00,磷肥,元,人民币,15910700.96,None,None,19604949.43,None,None,None
