公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
10000977,2020-12-31 00:00:00,机械加工,元,人民币,12037636.7,None,None,19281874.66,None,None,None,
10000977,2020-12-31 00:00:00,其他（补充）,元,人民币,76729913.31,None,None,80291219.35,None,None,None,
10000977,2020-12-31 00:00:00,球团,元,人民币,255529214.18,None,None,226109750.99,None,None,None,
10000977,2020-12-31 00:00:00,铁精粉,元,人民币,1043924013.51,None,None,688561418.48,None,None,None,
10000977,2020-12-31 00:00:00,铜精粉,元,人民币,46626271.27,None,None,14432111.03,None,None,None,
,,,,,,,,,,,,
