公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80336536","金诚信矿业管理股份有限公司","金诚信","Jchx Mining Management CO.,LTD.","Jchx","007004","其它","0","-1","王青海","王青海","王心宇","吴邦富","王立东","001002","2008-01-07","59542.5238","None","None","北京市密云区经济开发区水源西路28号院1号楼101室","承包与其实力、规模、业绩相适应的国外工程项目;对外派遣实施上述境外工程所需的劳务人员;矿业管理、为矿山企业提供采矿委托管理服务;工程勘察设计;工程项目管理;工程造价咨询;工程技术咨询;工程预算、审计;矿业技术研究开发、技术转让;承包工程;销售、维修矿业无轨采、运、装矿业设备;机械设备租赁;货物进出口、技术进出口、代理进出口;建设工程咨询;矿产勘探。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)","有色金属矿山、黑色金属矿山及化工矿山工程建设与采矿运营管理、矿山设计与技术研发。","1","None","CN"
