1,中间价
10,港股通参考汇率卖出价(沪)
11,港股通买入结算汇兑比率(深)
12,港股通卖出结算汇兑比率(深)
13,港股通参考汇率买入价(深)
14,港股通参考汇率卖出价(深)
2,现汇买入价
3,现钞买入价
4,现汇卖出价
5,折算价
6,现钞卖出价
7,港股通买入结算汇兑比率(沪)
8,港股通卖出结算汇兑比率(沪)
9,港股通参考汇率买入价(沪)
