公司代码,报告日期,利润总额,净利润,扣除非经常性损益的净利润,主营业务利润,营业利润,投资收益,营业外收支净额,经营活动产生的现金流量净额,现金及现金等价物净增加额,主营业务收入,总资产,股东权益不含少数股东权益,每股收益(摊薄)xx,每股收益(加权),扣除非经常性损益后的每股收益摊薄,扣除非经常性损益后的每股收益加权平均,每股净资产xx,调整后的每股净资产,每股经营活动产生的现金流量净额,净资产收益率(摊薄),净资产收益率(加权),流动资产,流动负债,负债总额,财务费用,资料来源途径,基本每股收益,稀释每股收益,扣除非经常性损益后基本每股收益,流动比率,速动比率,应收账款周转率,应收账款周转天数,现金比率,利息支付倍数,长期债务与营运资金比率,股东权益比率,长期负债比率,股东权益与固定资产比率,负债与所有者权益比率,长期资产与长期资金比率,资本化比率,固定资产净值率,资本固定化比率,产权比率,清算价值比率,固定资产比重,存货周转率,固定资产周转率,总资产周转率,存货周转天数,总资产周转天数,流动资产周转率,流动资产周转天数,总资产收益率,主营业务利润率,总资产净利润率,成本费用利润率,营业利润率,主营业务成本率,销售净利率,股本报酬率,净资产报酬率,资产报酬率,销售毛利率,三项费用比重,非主营比重,主营利润比重,摊薄每股收益,股息发放率,投资收益率,主营业务收入增长率,净利润增长率,净资产增长率,总资产增长率,经营现金净流量对销售收入比率,资产的经营现金流量回报率,经营现金净流量与净利润的比率,经营现金净流量对负债比率,现金流量比率,股东权益周转率,每股收益(摊薄),每股净资产,每股经营性现金流,资产负债率,净资产收益率,加权每股收益,加权净资产收益率,每股资本公积金,每股收益(扣除非经常性损益),扣除非经常性损益后的净利润,每股未分配利润,短期股票投资,短期债券投资,短期其它经营性投资,长期股票投资,长期债券投资,长期其它经营性投资,1年以内应收帐款,1-2年以内应收帐款,2-3年以内应收帐款,3年以内应收帐款,1年以内预付货款,1-2年以内预付货款,2-3年以内预付货款,3年以内预付货款,1年以内其它应收款,1-2年以内其它应收款,2-3年以内其它应收款,3年以内其它应收款,每股净资产_调整前,
80180467,2017-03-31 00:00:00,-14899725.38,-14332109.67,-14273112.21,2991407.66,-14840727.92,2416459.69,-58997.46,-139020548.91,-124463584.92,514776294.95,772654144.31,658589540.69,-0.034791,-0.03,None,None,None,None,None,None,-2.15,556894674.46,102333100.58,102333100.58,426622.3,2,-0.03,-0.03,None,0.05442,0.05104,0.030358,29.6462,0.5453,-3392.4863,None,0.867556,None,None,0.152663,None,None,None,0.321875,0.152663,None,None,0.15773099999999998,None,0.0066749999999999995,5.7059,134.8315,0.00928,96.9828,-0.019284,0.005810999999999999,-0.019320999999999998,-0.028005,-0.028828999999999997,0.993403,-0.028944,-0.036169,-0.022227999999999998,-0.019284,0.0065969999999999996,3.9335,-15.8222,-20.0769,-0.0362,None,None,22.653145,None,0.049768999999999994,0.038267999999999996,-0.0027010000000000003,-0.001799,None,-0.013585,-1.3585099999999999,0.007594999999999999,-0.03,1.5987,-0.3375,0.132444,-0.0218,-0.03,-0.0215,0.2151,None,-14273112.21,0.3048,None,None,None,106112931.15,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6272,
80180467,2017-06-30 00:00:00,-10484533.59,-14187686.65,-14141482.49,25810027.04,-10602366.54,934969.65,117832.95,-145468353.7,-147286101.49,1443150218.33,764146261.93,658711446.56,-0.03444,-0.03,None,-0.03,None,None,None,None,-2.13,558106968.38,90928197.74,90928197.74,956167.4,2,-0.03,-0.03,-0.03,0.061379,0.057534999999999996,0.08401199999999999,21.4255,0.3627,-996.5165,None,0.881007,None,8.489417999999999,0.13506500000000002,None,None,0.389459,0.306051,0.13506500000000002,None,10.3777,0.434379,0.173342,0.018817,4.1438,95.6582,0.025987,69.2654,-0.016987000000000002,0.017884999999999998,-0.016925,-0.0071979999999999995,-0.007347,0.981221,-0.008994,0.27027,0.16538,0.145701,0.018779,2.7209,-10.0415,-246.1724,-0.0315,None,None,23.638690999999998,None,0.073939,0.078262,-0.001008,-0.001904,None,-0.015998000000000002,-1.599816,0.021247,-0.03,1.599,-0.3531,0.118993,-0.0215,-0.03,-0.0213,0.2151,-0.03,-14141482.49,0.3051,None,None,None,101610465.11,None,None,None,39153419.11,6293784.95,7784765.39,None,623317.82,250327.7,None,None,409407.35,176155.43,1229519.39,1.6342,
80180467,2017-09-30 00:00:00,-7266248.47,-11858650.98,-11749095.83,47326758.4,-7382152.83,6224403.36,115904.36,-163611500.63,-154488793.84,2443789450.94,773364493.7,661220927.2,-0.028787,-0.03,None,None,None,None,None,None,1.78,561092021.44,96446368.97,96681368.97,1201789.16,2,-0.03,-0.03,None,0.058177000000000006,0.054534,0.13424899999999998,20.1119,0.267268,-504.6192,None,0.8749859999999999,None,None,0.142875,None,None,None,0.313696,0.14252800000000002,None,None,0.732414,None,0.031674,3.6864,85.2434,0.043887999999999996,61.5202,-0.013183,0.019366,-0.013215,-0.0029549999999999997,-0.003021,0.979743,-0.004172,-0.02475,-0.015066999999999999,-0.013183,0.020257,2.5719,-87.257,-651.3231,-0.0247,None,None,23.063473,None,0.091353,0.14685,-0.000669,-0.0021160000000000003,None,-0.016923,-1.6963990000000002,0.035888,-0.03,1.6051,-0.3972,0.12501400000000001,-0.0179,-0.03,0.0178,0.2151,None,-11749095.83,0.3108,None,None,None,106899898.82,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6426,
80180467,2017-12-31 00:00:00,2598604.83,1863209.59,1573043.67,86977571.13,2796905.73,8852505.0,-198300.9,-197558268.99,-156630737.81,3313840120.32,810119950.91,674545719.47,0.004523,0.0045,None,0.0038,None,None,None,None,0.28,598492325.1,122718085.57,122953085.57,2479754.49,2,0.0045,0.0045,0.0038,0.04877,0.046433999999999996,0.210076,17.1367,0.192596,204.7928,None,0.848229,None,9.168661,0.178928,None,None,0.37353499999999995,0.307971,0.178586,None,9.2514,1.0941809999999998,0.408724,0.041951999999999996,3.2901,85.8124,0.057579000000000005,62.5228,0.000845,0.026247,0.000867,0.000784,0.000844,0.9726819999999999,0.000207,0.306787,0.183915,0.156002,None,2.6903,333.0327,3347.0873,0.0017,None,None,9.526083999999999,-0.970844,0.002829,0.052511999999999996,-0.000596,-0.002439,-2.885724,-0.016068,-1.609855,0.048293,0.0045,1.6375,-0.4796,0.151771,0.0028000000000000004,0.0045,0.0028000000000000004,0.2151,0.0038,1573043.67,0.3407,None,None,None,109000146.61,None,None,None,25910727.8,13105901.61,8131201.32,None,330735.07,300351.3,None,None,1489484.96,71747.32,1428652.12,1.6681,
80180467,2018-03-31 00:00:00,-14306286.46,-12637845.17,-12637243.17,2585074.28,-14168487.34,2617235.8,-137799.12,3450195.43,-12965246.52,536617264.07,780225580.65,661885383.07,-0.030678,-0.03,None,None,None,None,None,None,-1.89,567400465.66,107260470.96,107481089.06,1665543.04,2,-0.03,-0.03,None,0.052899,0.050002000000000005,0.04606,19.5397,0.099476,-758.9563,None,0.862244,None,None,0.159765,None,None,None,0.316354,0.159437,None,None,0.17859100000000003,None,0.006748,5.0394,133.3729,0.009205,97.7729,-0.018456,0.004817,-0.018109,-0.025844999999999996,-0.026403,0.99413,-0.026835,-0.034956,-0.021404999999999997,-0.018456,0.005869999999999999,3.6371,-17.3311,-18.0695,-0.035,None,None,0.042428,None,0.0036149999999999997,0.009799,6.4e-05,4.4000000000000006e-05,None,0.00032099999999999994,0.032167,0.007892,-0.03,1.6067,0.0084,0.13775600000000002,-0.0191,-0.03,-0.0189,0.2151,None,-12637243.17,0.31,None,None,None,111617382.41,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6331,
80180467,2018-06-30 00:00:00,-9650483.41,-7100195.07,-6955750.13,25315584.19,-8978228.63,3692260.42,-672254.78,-11652253.78,-6274770.69,1666133499.22,799732438.49,667388571.32,-0.017236,-0.02,None,-0.02,None,None,None,None,-1.06,601532407.97,130590568.2,130590568.2,2585206.27,2,-0.02,-0.02,-0.02,0.046062000000000006,0.043456999999999996,0.155565,11.5707,0.132937,-273.2965,None,0.836707,None,10.382408,0.19516100000000003,None,None,0.333117,0.2962,0.19516100000000003,None,8.0589,0.522804,0.239049,0.020699000000000002,3.443,86.9607,0.027768,64.8228,-0.012086,0.015194000000000001,-0.012008000000000001,-0.005745,-0.0053890000000000006,0.983637,-0.005801,0.289744,0.178377,0.149249,0.016363000000000003,2.3372,-31.2938,-262.3245,-0.0235,None,None,0.154511,None,-0.0060550000000000005,0.04657,-7.000000000000001e-05,-0.000146,None,-0.000892,-0.089227,0.024569,-0.02,1.6201,-0.0283,0.163293,-0.0106,-0.02,-0.0106,0.2151,-0.02,-6955750.13,0.3234,None,None,None,114605934.9,None,None,None,24127322.98,14071775.85,9691741.81,None,172594.49,136890.76,None,None,1213679.13,77165.72,1312185.83,1.6243,
80180467,2018-09-30 00:00:00,-25213937.84,-21174954.33,-21089971.67,28646595.85,-24017218.09,7154815.99,-1196719.75,-21316295.27,-16995257.91,2529417803.83,943585846.58,653312259.7,-0.051402,-0.05,None,None,None,None,None,None,-3.19,745259345.12,290041609.73,290041609.73,4002378.67,2,-0.05,-0.05,None,0.025695000000000003,0.024357000000000004,0.241596,11.1757,0.022893,-529.9738,None,0.692618,None,None,0.443798,None,None,None,0.303463,0.443798,None,None,0.7404510000000001,None,0.028847,3.6464,93.5973,0.037647,71.7189,-0.026772,0.011325,-0.028809,-0.009849,-0.009495,0.987637,-0.009987000000000001,-0.061322,-0.038653,-0.026772,0.012362999999999999,2.3464,-23.6302,-113.6141,-0.0613,None,None,0.035039,None,-0.034195,0.220105,-8.4e-05,-0.000226,None,-0.000735,-0.073494,0.037732,-0.05,1.5859,-0.0517,0.307382,-0.032400000000000005,-0.05,-0.0319,0.2151,None,-21089971.67,0.2893,None,None,None,118064591.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5865,
80180467,2018-12-31 00:00:00,-621974560.35,-618612118.9,-88633980.78,9197604.46,-453633579.94,10698673.52,-168340980.41,1262925.39,10382781.45,2546615546.41,326404853.21,25210701.61,-1.501675,-1.5,None,-0.22,None,None,None,None,-185.66,147569182.61,301314065.19,301314065.19,4672621.34,2,-1.5,-1.5,-0.22,0.0048980000000000004,0.004305,0.274822,13.0994,0.12154,-13211.0414,None,0.07687000000000001,None,0.424893,12.008951999999999,None,None,0.33246200000000004,7.127542999999999,12.008951999999999,None,18.0917,1.089406,0.380094,0.044814,3.3046,80.332,0.06826800000000001,52.7333,-1.908827,0.003612,-1.096413,-0.23689900000000003,-0.17813199999999998,0.994876,-0.24465800000000001,-1.224625,-20.106264,-1.5455709999999998,None,3.4584,25.3455,-1.4788,-1.5124,None,None,-0.231521,-911.086727,-0.963487,-0.597091,5e-06,3.9e-05,None,4.2e-05,0.004190999999999999,0.071508,-1.5,0.0612,0.0031,0.92313,-24.5377,-1.5,-1.8566,0.2151,-0.22,-88633980.78,-1.2367,None,None,None,117117795.71,None,None,None,5983269.27,5901637.51,12888065.95,None,221914.74,10861.3,None,None,261817.01,856838.87,2690628.35,0.0609,
80180467,2019-03-31 00:00:00,-5283650.36,-5291354.56,-6120449.82,3088359.55,-5319294.81,2976242.91,35644.45,-8579159.07,-19624959.06,22500159.86,304640092.81,19905974.92,-0.012845,-0.01,None,None,None,None,None,None,-23.45,125430362.93,284854249.07,284854249.07,1485614.18,2,-0.01,-0.01,None,0.004403000000000001,0.003723,0.004106,219.1914,0.065966,-255.6543,None,0.06494799999999999,None,None,14.396871,None,None,None,9.057472,14.396871,None,None,0.010396,None,0.000713,86.5718,1262.2721,0.001648,546.1165,-0.01737,0.137259,-0.016771,-0.16819199999999998,-0.236411,0.859733,-0.235179,-0.012845,-0.267442,-0.01737,0.140267,53.3441,-57.0039,-58.4512,-0.0128,None,None,-0.95807,None,-0.9705889999999999,-0.609549,-0.0038129999999999995,-0.00028199999999999997,None,-0.000301,-0.030118,0.010027999999999999,-0.01,0.0483,-0.0208,0.935052,-0.2658,-0.01,-0.2345,0.2151,None,-6120449.82,-1.2495,None,None,None,120094038.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.048,
80180467,2019-06-30 00:00:00,-3722115.6,-4395807.34,-6954055.05,9479046.09,-3500615.09,6214800.32,-221500.51,-15406989.66,-21733104.51,43731439.88,300117949.66,20671242.62,-0.010671,-0.01,None,-0.02,None,None,None,None,-19.1,124733920.58,279566234.06,279566234.06,2836190.5,2,-0.01,-0.01,-0.02,0.004462,0.003747,0.007998,225.0563,0.061807,-31.2364,None,0.068479,None,0.390462,13.603061,None,None,0.34299300000000005,8.53379,13.603061,None,17.5379,0.017882,0.007831,0.001396,100.6599,1289.3983,0.003212,560.3985,-0.014646,0.216756,-0.014031,-0.066958,-0.080048,0.773454,-0.100509,0.234074,4.691889,0.321295,0.226546,48.789,-161.0186,-254.6682,-0.0107,None,None,-0.973753,None,-0.969286,-0.624727,-0.003523,-0.000513,None,-0.0005510000000000001,-0.05511,0.019163,-0.01,0.0502,-0.0374,0.931521,-0.2127,-0.01,-0.191,0.2151,-0.02,-6954055.05,-1.2473,None,None,None,120486164.63,None,None,None,3600058.99,2862087.64,12798564.91,None,68044.3,1200.0,None,None,395939123.0,797738.54,2531720.09,0.0499,
