公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80080212","山西潞安环保能源开发股份有限公司","潞安环能","Shanxi Lu'an Environmental EnergyDev. Co.,Ltd.","lu'an EED","007004","其它","0","-1","王志清","王志清","史红邈","马泽锋","范雅琳","001007","2001-07-19","299140.92","0","None","山西省长治市城北东街65号","原煤开采(只限分支机构)。煤炭洗选;煤焦冶炼;洁净煤技术的开发与利用;煤层气开发;煤矸石砖的制造;煤炭的综合利用;勘查工程施工(钻探);固体矿产勘查、气体矿产勘查、地球物理勘查;地质钻探;水文地质、工程地质、环境地质调查;销售机器设备;机器设备租赁;住宿、餐饮、会务、旅游服务(只限分支机构);普通货物运输;其他现代服务业;瓦斯抽放和综合利用。","原煤开采、煤炭洗选、煤焦冶炼,开采煤层的主要煤种为瘦煤、贫瘦煤、贫煤等。","1","0","CN"
