公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10000547,2020-12-31 00:00:00,纯苯,元,人民币,246516343.16,None,None,259569715.88,None,None,None
10000547,2020-12-31 00:00:00,非芳烃,元,人民币,9264557.46,None,None,9414074.34,None,None,None
10000547,2020-12-31 00:00:00,改质固体沥青,元,人民币,95548618.55,None,None,131128726.39,None,None,None
10000547,2020-12-31 00:00:00,改质液体沥青,元,人民币,51552592.38,None,None,71902390.53,None,None,None
10000547,2020-12-31 00:00:00,工业萘液体,元,人民币,94168472.04,None,None,88456680.17,None,None,None
10000547,2020-12-31 00:00:00,甲醇,元,人民币,310505070.39,None,None,432966771.99,None,None,None
10000547,2020-12-31 00:00:00,甲基萘油,元,人民币,17173967.73,None,None,19140643.08,None,None,None
10000547,2020-12-31 00:00:00,焦化二甲苯,元,人民币,13661948.3,None,None,16868153.15,None,None,None
10000547,2020-12-31 00:00:00,焦化甲苯,元,人民币,43091406.27,None,None,52106689.77,None,None,None
10000547,2020-12-31 00:00:00,焦炭,元,人民币,5706166197.14,None,None,5048657349.14,None,None,None
10000547,2020-12-31 00:00:00,硫铵,元,人民币,14869747.7,None,None,14817795.62,None,None,None
10000547,2020-12-31 00:00:00,硫磺,元,人民币,820084.05,None,None,825537.28,None,None,None
10000547,2020-12-31 00:00:00,其他（补充）,元,人民币,33859303.9,None,None,26200239.46,None,None,None
10000547,2020-12-31 00:00:00,轻油,元,人民币,1865863.71,None,None,2291985.89,None,None,None
10000547,2020-12-31 00:00:00,熔融硫,元,人民币,16967.76,None,None,17191.7,None,None,None
10000547,2020-12-31 00:00:00,炭黑,元,人民币,318004210.28,None,None,350148576.9,None,None,None
10000547,2020-12-31 00:00:00,炭黑2号油,元,人民币,102894701.73,None,None,124772473.68,None,None,None
10000547,2020-12-31 00:00:00,脱酚酚油,元,人民币,13987687.55,None,None,16824849.63,None,None,None
10000547,2020-12-31 00:00:00,洗油,元,人民币,7567285.45,None,None,9251808.41,None,None,None
10000547,2020-12-31 00:00:00,中性酚盐,元,人民币,2970362.32,None,None,2928383.63,None,None,None
10000547,2020-12-31 00:00:00,重苯,元,人民币,16323683.54,None,None,19479360.14,None,None,None
