公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10000547,2021-12-31 00:00:00,焦化甲苯,元,人民币,63100947.32,None,None,62269326.1,None,None,None
10000547,2021-12-31 00:00:00,纯苯,元,人民币,499566360.37,None,None,388625296.97,None,None,None
10000547,2021-12-31 00:00:00,蒽油,元,人民币,24414265.54,None,None,24073490.76,None,None,None
10000547,2021-12-31 00:00:00,非芳烃,元,人民币,14423992.38,None,None,11617895.98,None,None,None
10000547,2021-12-31 00:00:00,改质固体沥青,元,人民币,166172480.49,None,None,152171084.59,None,None,None
10000547,2021-12-31 00:00:00,改质液体沥青,元,人民币,238960392.86,None,None,219063830.69,None,None,None
10000547,2021-12-31 00:00:00,工业萘液体,元,人民币,118865856.67,None,None,135602926.93,None,None,None
10000547,2021-12-31 00:00:00,甲醇,元,人民币,500500618.75,None,None,427414726.82,None,None,None
10000547,2021-12-31 00:00:00,甲基萘油,元,人民币,30607776.5,None,None,30334027.18,None,None,None
10000547,2021-12-31 00:00:00,焦化二甲苯,元,人民币,20202839.88,None,None,20735467.96,None,None,None
10000547,2021-12-31 00:00:00,焦炭,元,人民币,8742991806.39,None,None,8293973628.19,None,None,None
10000547,2021-12-31 00:00:00,硫铵,元,人民币,32606974.76,None,None,32464973.86,None,None,None
10000547,2021-12-31 00:00:00,硫磺,元,人民币,2704823.02,None,None,2695853.18,None,None,None
10000547,2021-12-31 00:00:00,煤沥青,元,人民币,3357160.34,None,None,3279405.8,None,None,None
10000547,2021-12-31 00:00:00,其他（补充）,元,人民币,41087908.9,None,None,23705447.38,None,None,None
10000547,2021-12-31 00:00:00,轻油,元,人民币,1473107.26,None,None,1405708.6,None,None,None
10000547,2021-12-31 00:00:00,熔融硫,元,人民币,9568.84,None,None,9569.32,None,None,None
10000547,2021-12-31 00:00:00,炭黑,元,人民币,435639791.77,None,None,365710638.48,None,None,None
10000547,2021-12-31 00:00:00,炭黑2号油,元,人民币,231675530.86,None,None,228698352.35,None,None,None
10000547,2021-12-31 00:00:00,脱酚酚油,元,人民币,19960035.27,None,None,19280460.39,None,None,None
10000547,2021-12-31 00:00:00,洗油,元,人民币,6484112.58,None,None,6316321.62,None,None,None
10000547,2021-12-31 00:00:00,中温液体沥青,元,人民币,1542838.31,None,None,1208711.55,None,None,None
10000547,2021-12-31 00:00:00,中性酚盐,元,人民币,5995549.45,None,None,6530435.39,None,None,None
10000547,2021-12-31 00:00:00,重苯,元,人民币,24207553.83,None,None,26392737.79,None,None,None
