公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10000894,2020-06-30 00:00:00,发电,元,人民币,549229701.06,None,None,460177089.41,None,None,None
10000894,2020-06-30 00:00:00,煤炭,元,人民币,1341365625.21,None,None,919596274.96,None,None,None
