公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80083409","中国中煤能源股份有限公司","中煤能源","China Coal Energy Company Limited","CHINA COAL ENERGY","007004","其它","0","-1","王树东","王树东","彭毅(代)","姜群","冯建华","001001","2006-08-22","1325866.34","45474","None","北京市朝阳区黄寺大街1号","许可经营项目:煤炭开采(有效期以各煤矿相关许可证的有效期限为准);一般经营项目:煤炭批发;煤炭、铁路、港口、新能源项目的投资与管理;煤化工、煤焦化、煤层气、电力生产、电解铝生产和铝材加工的投资与管理;煤矿机械设备研发、制造与销售;工程设计、勘察、建设施工、招投标代理、咨询服务等;进出口业务;房地产开发经营与物业管理;焦炭制品、化肥、化工产品(不含危险化学品及一类易制毒化学品)的销售。","煤炭业务、煤化工业务及煤矿装备制造业务等。","1","0","CN"
