公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10001079","内蒙古平庄能源股份有限公司","平庄能源","Inner Mongolia PingZhuang Energy Resources Co.,Ltd.","PZER","007004","其它","0","-1","郭凡进","郭凡进","赵宏","郭凡进(代)","尹晓东","001001","1993-06-11","101430.63","0","None","内蒙古自治区赤峰市松山区玉龙大街西段","许可经营项目:煤炭生产、洗选加工、销售(仅限分公司经营);一般经营项目:矿山设备、材料、配件、废旧物资销售、餐饮服务、住宿。","煤炭生产、销售。","1","0","CN"
