公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000315","贵州盘江精煤股份有限公司","盘江股份","Guizhou Panjiang Refined Coal Co.,Ltd.","PJRC","007004","其它","0","-1","朱家道","朱家道","杨德金","桑增林","梁东平","001007","1999-10-29","214662.4894","0","None","贵州省六盘水市红果经济开发区","(一)原煤开采、煤炭洗选加工、煤的特殊加工、煤炭及伴生资源综合开发利用,煤炭产品及焦炭的销售。(二)出口:本企业自产的煤炭产品、焦炭、煤的特殊加工产品等商品及其相关技术。(三)进口:煤炭产品,本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及其相关技术。(四)电力的生产与销售。(五)矿山机电设备制造、修理、租赁及生产服务;矿山机电设备及配件、材料销售。(六)化工产品销售。(七)铁合金冶炼。(八)汽车运输(普通货物)及汽车零配件销售。(九)物业管理;单位后勤管理服务。(十)贸易及代理业务、仓储配送服务、代理记账、财务咨询、会计服务、税务代理。法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关核准后凭许可(审批)文件经营;法律、法规、国务院决定固定无需许可(审批)的,市场主体自主选择经营。","煤炭开采和洗选加工。","1","0","CN"
