公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
10000707,2021-06-30 00:00:00,电力板块报告分部,元,人民币,922826822.28,None,None,None,None,None,None
10000707,2021-06-30 00:00:00,分部间抵销,元,人民币,21523178.04,None,None,None,None,None,None
10000707,2021-06-30 00:00:00,煤炭板块报告分部,元,人民币,1872735871.29,None,None,None,None,None,None
