ICE000,DX,美元指数,1000美元*指数点,0.005指数点(5美元/合约),3、6、9、12月,纽约时间8:00 PM-5:00 PM,最后交割日之前两个交易日的东部时间10:16,4,None,USD,None,
,,,,,,,,,,,,
