公司代码,行业代码,行业名称,指数编制方分类,是否使用,停用日期,市场代码,指数代码,指数名称
10000708,750000,石油石化,申万一级行业指数,-1,None,CNSE00,801960,申万石油石化指数
10000708,750100,油气开采Ⅱ,申万二级行业指数,-1,None,CNSE00,801961,申万油气开采Ⅱ指数
10000708,750101,油气开采Ⅲ,申万三级行业指数,-1,None,CNSE00,859611,申万油气开采Ⅲ指数
