公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000707","辽宁能源煤电产业股份有限公司","辽宁能源","Liaoning Energy Industry Co.,ltd.","Liaoning Energy","007001","投资公司","0","-1","郭洪波","郭洪波","周明弘","韩健","王莉","001007","1993-12-28","132201.7394","0","None","辽宁省沈阳市沈河区青年大街110号2号楼5楼","能源投资开发;煤炭及伴生资源开采与生产;原煤洗选加工与销售;火电、热电生产与销售;城市集中供热、供汽;供热、供汽工程设计、工程施工、设备安装与检修;煤层气开发利用;余热综合利用;煤泥、煤矸石综合利用;物流运输服务;循环水综合开发利用;股权投资;投资运营;项目投融资运营;高效节能环保项目投资;信息化工程建设;智能化系统运营与服务;技术、经济咨询服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","煤炭开采、供电与供热业务。","1","0","CN"
