公司代码,行业代码,行业名称,指数编制方分类,是否使用,停用日期,市场代码,指数代码,指数名称
80010371,750000,石油石化,申万一级行业指数,-1,None,CNSE00,801960,申万石油石化指数
80010371,750300,炼化及贸易,申万二级行业指数,-1,None,CNSE00,801963,申万炼化及贸易指数
80010371,750301,炼油化工,申万三级行业指数,-1,None,CNSE00,859631,申万炼油化工指数
