公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000149","兖矿能源集团股份有限公司","兖矿能源","Yankuang Energy Group Company Limited","YANZHOU COAL","007004","其它","0","-1","李伟","李伟","肖耀猛","黄霄龙","商晓宇","001007","1997-09-25","494870.364","61864","None","山东省邹城市凫山南路949号","许可项目:煤炭开采;公共铁路运输;道路货物运输(不含危险货物);港口经营;特种设备安装改造修理;房地产开发经营;餐饮服务;住宿服务;货物进出口;技术进出口;污水处理及其再生利用;热力生产和供应;检验检测服务;安全生产检验检测;各类工程建设活动;劳务派遣服务(前置许可)。一般项目:煤炭洗选;煤炭及制品销售;以自有资金从事投资活动;企业管理;企业管理咨询;市场调查(不涉及涉外调查);矿山机械制造;矿山机械销售;机械设备租赁;通用设备修理;普通机械设备安装服务;机械设备租赁;金属材料销售;电气机械设备销售;建筑材料销售;木材销售;专用化学产品制造(不含危险化学品);专用化学产品销售(不含危险化学品);日用化学产品制造;涂料制造(不含危险化学品);涂料销售(不含危险化学品);润滑油销售;石油制品销售(不含危险化学品);化工产品销售(不含许可类化工产品);技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;非居住房地产租赁;金属矿石销售;普通货物仓储服务(不含危险化学品等需许可审批的项目);机动车修理和维护(需备案);物业管理(需备案);园林绿化工程施工;游览景区管理;人力资源服务(不含职业中介活动、劳务派遣服务,需备案);特种作业人员安全技术培训;业务培训(不含教育培训、职业技能培训等需取得许可的培训);计量服务;社会经济咨询服务;企业形象策划;针纺织品销售;塑料制品销售;仪器仪表销售;水泥制品销售;耐火材料生产;耐火材料销售;劳动保护用品销售;办公用品销售;文具用品零售;铁路运输辅助活动;防火封堵材料生产;防火封堵材料销售;电子专用设备制造;电子专用设备销售;软件开发;网络技术服务;网络设备销售;互联网数据服务;广播电视传输设备销售;通讯设备销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","煤炭开采、洗选加工、销售和煤炭铁路运输,煤化工及电力业务等。","1","0","CN"
