公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80088502","北京昊华能源股份有限公司","昊华能源","Beijing Haohua Energy Resource Co.,Ltd.","Haohua Energy","007004","其它","0","-1","关志生","关志生","董永站","薛令光","甄超","001007","2002-12-31","143999.7926","0","None","北京市门头沟区新桥南大街2号西办公楼","开采、洗选原煤;制造、加工、销售煤制品;销售化工产品;电力开发;能源产品技术开发、技术咨询、技术转让、技术引进、技术培训;销售金属材料、木材、轮胎、橡胶制品、电工设备、五金交电、建筑材料、针纺织品、机械设备、日用品、计算机、软硬件及辅助设备、煤炭(不在北京地区开展实物煤的交易、储运活动);机械设备租赁;计算机维修。(企业依法自主选择经营项目,开展经营活动;销售化工产品以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)","煤炭生产与销售,甲醇生产与销售,以及铁路专用线运输。","1","0","CN"
