公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
10000708,2019-06-30 00:00:00,租赁、服务,元,人民币,38505200.0,None,None,None,None,None,None,
10000708,2019-06-30 00:00:00,油气,元,人民币,1299722000.0,None,None,None,None,None,None,
10000708,2019-06-30 00:00:00,总部及其他,元,人民币,2073600.0,None,None,None,None,None,None,
,,,,,,,,,,,,
