公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
80145881,2018-12-31 00:00:00,钒钛铁精矿（55%）,元,人民币,388284406.39,None,None,320493205.98,None,None,None
80145881,2018-12-31 00:00:00,其他（补充）,元,人民币,1788708.81,None,None,93875.62,None,None,None
80145881,2018-12-31 00:00:00,钛精矿,元,人民币,838302715.16,None,None,181681907.33,None,None,None
