enddate,infopubldate,companycode,secucode,totalshares,
2008-02-05 00:00:00,2008-02-01 00:00:00,2148,601857,183020977818,
2008-02-01 00:00:00,2008-01-31 00:00:00,23394,601898,13258663400,
2008-01-25 00:00:00,2008-01-21 00:00:00,23394,601898,13258663400,
2007-12-31 00:00:00,2008-03-20 00:00:00,2148,601857,183020977818,
2007-12-31 00:00:00,2008-04-21 00:00:00,1188,600188,4918400000,
2007-12-31 00:00:00,2008-02-26 00:00:00,281,000655,321254374,
2007-12-31 00:00:00,2008-02-28 00:00:00,1850,600997,561200000,
2007-12-31 00:00:00,2011-01-06 00:00:00,82565,601011,183270000,
2007-12-31 00:00:00,2008-04-10 00:00:00,23394,601898,11733330000,
2007-12-31 00:00:00,2008-04-03 00:00:00,267,000629,3283434367,
2007-12-31 00:00:00,2008-01-31 00:00:00,1692,600759,938551974,
2007-12-11 00:00:00,2007-12-14 00:00:00,267,000629,3283434367,
2007-11-19 00:00:00,2007-11-14 00:00:00,1692,600759,938551974,
2007-11-13 00:00:00,2007-11-08 00:00:00,1692,600759,938551974,
2007-11-08 00:00:00,2008-04-03 00:00:00,267,000629,3058017973,
2007-11-05 00:00:00,2007-11-02 00:00:00,2148,601857,183020977818,
2007-11-05 00:00:00,2007-11-06 00:00:00,1692,600759,938551974,
2007-10-26 00:00:00,2007-10-22 00:00:00,2148,601857,183020977818,
2007-09-26 00:00:00,2007-09-24 00:00:00,281,000655,321254374,
2007-06-30 00:00:00,2007-08-15 00:00:00,1850,600997,561200000,
2007-06-30 00:00:00,2007-08-30 00:00:00,1692,600759,208551974,
2007-06-30 00:00:00,2008-01-07 00:00:00,23394,601898,11733330000,
2007-06-30 00:00:00,2007-08-14 00:00:00,267,000629,3058017973,
2007-06-30 00:00:00,2007-09-20 00:00:00,2148,601857,179020977818,
2007-06-30 00:00:00,2007-08-20 00:00:00,1188,600188,4918400000,
2007-06-30 00:00:00,2007-07-31 00:00:00,281,000655,321254374,
2007-06-25 00:00:00,2007-06-18 00:00:00,267,000629,3058017973,
2007-05-08 00:00:00,2007-05-10 00:00:00,267,000629,2548348311,
2007-01-15 00:00:00,2007-01-09 00:00:00,1850,600997,561200000,
2006-12-31 00:00:00,2007-09-20 00:00:00,2148,601857,179020977818,
2006-12-31 00:00:00,2008-01-07 00:00:00,23394,601898,11733330000,
2006-12-31 00:00:00,2007-03-28 00:00:00,1850,600997,561200000,
2006-12-31 00:00:00,2007-02-05 00:00:00,281,000655,321254374,
2006-12-31 00:00:00,2007-04-17 00:00:00,1692,600759,208551974,
2006-12-31 00:00:00,2007-04-23 00:00:00,1188,600188,4918400000,
2006-12-31 00:00:00,2007-04-02 00:00:00,267,000629,2548348311,
2006-11-13 00:00:00,2006-11-09 00:00:00,267,000629,2548348311,
2006-10-25 00:00:00,2006-10-24 00:00:00,281,000655,321254374,
2006-10-18 00:00:00,2006-10-24 00:00:00,281,000655,321254374,
2006-09-20 00:00:00,2006-09-16 00:00:00,281,000655,259254374,
2006-08-10 00:00:00,2006-08-10 00:00:00,267,000629,2548348311,
2006-06-30 00:00:00,2006-08-12 00:00:00,281,000655,259254374,
2006-06-30 00:00:00,2006-07-29 00:00:00,267,000629,2548348311,
2006-06-30 00:00:00,2006-07-28 00:00:00,1850,600997,561200000,
2006-06-30 00:00:00,2006-08-21 00:00:00,1188,600188,4918400000,
2006-06-30 00:00:00,2006-08-31 00:00:00,1692,600759,208551974,
2006-05-16 00:00:00,2006-05-10 00:00:00,1850,600997,561200000,
2006-04-24 00:00:00,2006-04-17 00:00:00,267,000629,2548348311,
2006-04-03 00:00:00,2006-03-29 00:00:00,1188,600188,4918400000,
2006-01-13 00:00:00,2006-01-07 00:00:00,1850,600997,488000000,
2005-12-31 00:00:00,2006-03-17 00:00:00,1850,600997,488000000,
2005-12-31 00:00:00,2006-04-24 00:00:00,1188,600188,4918400000,
2005-12-31 00:00:00,2006-04-29 00:00:00,1692,600759,208551974,
2005-12-31 00:00:00,2006-04-29 00:00:00,281,000655,259254374,
2005-12-31 00:00:00,2007-09-20 00:00:00,2148,601857,179020977818,
2005-12-31 00:00:00,2006-02-14 00:00:00,267,000629,1698898874,
2005-12-22 00:00:00,2005-12-24 00:00:00,267,000629,1698898874,
2005-12-14 00:00:00,2005-12-15 00:00:00,267,000629,1698898874,
2005-11-07 00:00:00,2005-11-08 00:00:00,267,000629,1698898874,
2005-07-27 00:00:00,2005-07-21 00:00:00,1188,600188,4918400000,
2005-06-30 00:00:00,2005-08-11 00:00:00,1692,600759,208551974,
2005-06-30 00:00:00,2005-08-22 00:00:00,1188,600188,3074000000,
2005-06-30 00:00:00,2005-08-09 00:00:00,267,000629,1306845288,
2005-06-30 00:00:00,2005-08-20 00:00:00,281,000655,259254374,
2005-06-30 00:00:00,2005-07-29 00:00:00,1850,600997,488000000,
2004-12-31 00:00:00,2005-03-28 00:00:00,1850,600997,488000000,
2004-12-31 00:00:00,2005-04-28 00:00:00,1692,600759,208551974,
2004-12-31 00:00:00,2007-09-20 00:00:00,2148,601857,175824176000,
2004-12-31 00:00:00,2005-04-26 00:00:00,1188,600188,3074000000,
2004-12-31 00:00:00,2005-04-09 00:00:00,281,000655,259254374,
2004-12-31 00:00:00,2005-02-01 00:00:00,267,000629,1306845288,
2004-07-26 00:00:00,2004-07-26 00:00:00,1188,600188,3074000000,
2004-06-30 00:00:00,2004-08-10 00:00:00,1850,600997,488000000,
2004-06-30 00:00:00,2004-07-27 00:00:00,267,000629,1306845288,
2004-06-30 00:00:00,2004-08-05 00:00:00,281,000655,259254374,
2004-06-30 00:00:00,2004-08-30 00:00:00,1692,600759,208551974,
2004-06-30 00:00:00,2004-08-23 00:00:00,1188,600188,2870000000,
2004-06-02 00:00:00,2004-05-28 00:00:00,1850,600997,488000000,
2004-05-18 00:00:00,2004-05-13 00:00:00,1850,600997,488000000,
2004-04-05 00:00:00,2004-04-14 00:00:00,267,000629,1306845288,
2004-03-31 00:00:00,2004-04-02 00:00:00,267,000629,1302747252,
2003-12-31 00:00:00,2004-04-19 00:00:00,1188,600188,2870000000,
2003-12-31 00:00:00,2004-05-13 00:00:00,1850,600997,338000000,
2003-12-31 00:00:00,2004-04-23 00:00:00,281,000655,259254374,
2003-12-31 00:00:00,2004-02-24 00:00:00,267,000629,1252848713,
2003-12-31 00:00:00,2004-03-19 00:00:00,1692,600759,208551974,
2003-11-25 00:00:00,2003-11-27 00:00:00,267,000629,1178389152,
2003-09-30 00:00:00,2003-10-09 00:00:00,267,000629,1039582803,
2003-06-30 00:00:00,2003-07-15 00:00:00,267,000629,1023300145,
2003-06-30 00:00:00,2003-08-13 00:00:00,281,000655,259254374,
2003-06-30 00:00:00,2003-08-18 00:00:00,1188,600188,2870000000,
2003-06-30 00:00:00,2003-08-22 00:00:00,1692,600759,208551974,
2003-06-24 00:00:00,2003-06-18 00:00:00,281,000655,259254374,
2002-12-31 00:00:00,2003-04-08 00:00:00,281,000655,162033984,
2002-12-31 00:00:00,2003-04-14 00:00:00,1188,600188,2870000000,
2002-12-31 00:00:00,2003-02-25 00:00:00,267,000629,1023300145,
2002-12-31 00:00:00,2003-04-29 00:00:00,1692,600759,208551974,
2002-12-30 00:00:00,2002-12-25 00:00:00,281,000655,162033984,
2002-12-17 00:00:00,2002-12-13 00:00:00,281,000655,162033984,
2002-12-06 00:00:00,2002-11-27 00:00:00,281,000655,162033984,
2002-07-30 00:00:00,2002-07-23 00:00:00,281,000655,144793984,
2002-06-30 00:00:00,2002-08-19 00:00:00,1188,600188,2870000000,
2002-06-30 00:00:00,2002-07-26 00:00:00,267,000629,1023300145,
2002-06-30 00:00:00,2002-08-31 00:00:00,1692,600759,208551974,
2002-06-30 00:00:00,2002-08-22 00:00:00,281,000655,125907813,
2001-12-31 00:00:00,2002-04-30 00:00:00,1692,600759,208551974,
2001-12-31 00:00:00,2002-04-09 00:00:00,1188,600188,2870000000,
2001-12-31 00:00:00,2002-03-26 00:00:00,281,000655,125907813,
2001-12-31 00:00:00,2002-03-12 00:00:00,267,000629,1023300145,
2001-06-30 00:00:00,2001-08-21 00:00:00,267,000629,1023300145,
2001-06-30 00:00:00,2001-08-07 00:00:00,281,000655,125907813,
2001-06-30 00:00:00,2001-08-28 00:00:00,1692,600759,208551974,
2001-06-30 00:00:00,2001-08-27 00:00:00,1188,600188,2870000000,
2001-05-21 00:00:00,2001-05-15 00:00:00,1188,600188,2870000000,
2001-03-20 00:00:00,2001-03-15 00:00:00,1188,600188,2700000000,
2001-02-20 00:00:00,2001-02-16 00:00:00,1188,600188,2700000000,
2001-01-09 00:00:00,2000-12-28 00:00:00,1188,600188,2700000000,
2000-12-31 00:00:00,2001-04-28 00:00:00,1692,600759,208551974,
2000-12-31 00:00:00,2001-03-27 00:00:00,267,000629,1023300145,
2000-12-31 00:00:00,2001-04-23 00:00:00,1188,600188,2600000000,
2000-12-31 00:00:00,2001-03-07 00:00:00,281,000655,125907813,
2000-06-30 00:00:00,2000-08-15 00:00:00,267,000629,1023300145,
2000-06-30 00:00:00,2000-07-27 00:00:00,281,000655,125907813,
2000-06-30 00:00:00,2000-08-18 00:00:00,1692,600759,208551974,
2000-06-30 00:00:00,2000-08-21 00:00:00,1188,600188,2600000000,
2000-04-06 00:00:00,2000-04-01 00:00:00,281,000655,125907813,
2000-02-24 00:00:00,2000-01-26 00:00:00,281,000655,125907813,
1999-12-31 00:00:00,2000-03-22 00:00:00,281,000655,116387813,
1999-12-31 00:00:00,2000-04-04 00:00:00,267,000629,1023300145,
1999-12-31 00:00:00,2000-04-18 00:00:00,1188,600188,2600000000,
1999-12-31 00:00:00,2000-04-28 00:00:00,1692,600759,208551974,
1999-12-24 00:00:00,1999-12-24 00:00:00,281,000655,116387813,
1999-11-12 00:00:00,1999-11-09 00:00:00,267,000629,1023300145,
1999-06-30 00:00:00,1999-11-27 00:00:00,1692,600759,208551974,
1999-06-30 00:00:00,1999-08-10 00:00:00,281,000655,93132000,
1999-06-30 00:00:00,1999-08-30 00:00:00,1188,600188,2600000000,
1999-06-30 00:00:00,1999-08-17 00:00:00,267,000629,1023300145,
1999-01-04 00:00:00,1998-12-28 00:00:00,1188,600188,2600000000,
1998-12-31 00:00:00,1999-04-30 00:00:00,1692,600759,208551974,
1998-12-31 00:00:00,1999-04-13 00:00:00,267,000629,1023300145,
1998-12-31 00:00:00,1999-04-13 00:00:00,1188,600188,2600000000,
1998-12-31 00:00:00,1999-03-02 00:00:00,281,000655,93132000,
1998-12-30 00:00:00,1998-12-28 00:00:00,267,000629,1023300145,
1998-10-29 00:00:00,1998-10-29 00:00:00,267,000629,1023300145,
1998-07-01 00:00:00,1998-06-27 00:00:00,1188,600188,2600000000,
1998-06-30 00:00:00,1998-08-06 00:00:00,281,000655,93132000,
1998-06-30 00:00:00,1998-08-28 00:00:00,1692,600759,208551974,
1998-06-30 00:00:00,1998-08-25 00:00:00,1188,600188,2600000000,
1997-12-31 00:00:00,1998-03-18 00:00:00,281,000655,93132000,
1997-12-31 00:00:00,1998-03-17 00:00:00,267,000629,402200000,
1997-12-31 00:00:00,1998-03-19 00:00:00,1692,600759,208551974,
1997-10-22 00:00:00,1997-10-16 00:00:00,1692,600759,208551974,
1997-06-30 00:00:00,1997-08-26 00:00:00,1692,600759,130344984,
1997-06-30 00:00:00,1997-08-23 00:00:00,267,000629,402200000,
1997-06-30 00:00:00,1997-08-08 00:00:00,281,000655,93132000,
1997-06-03 00:00:00,1997-05-26 00:00:00,281,000655,93132000,
1997-05-30 00:00:00,1997-05-27 00:00:00,1692,600759,130344984,
1997-02-24 00:00:00,1997-02-18 00:00:00,1692,600759,118495440,
1996-12-31 00:00:00,1997-04-17 00:00:00,281,000655,51740000,
1996-12-31 00:00:00,1997-02-27 00:00:00,267,000629,402200000,
1996-12-31 00:00:00,1997-04-22 00:00:00,1692,600759,98746200,
1996-11-28 00:00:00,1996-11-26 00:00:00,281,000655,51740000,
1996-11-15 00:00:00,1996-11-13 00:00:00,267,000629,402200000,
1996-10-08 00:00:00,1996-10-04 00:00:00,1692,600759,98746200,
,,,,,
