enddate,infopubldate,companycode,netprofit,
2009-06-30 00:00:00,2009-08-15 00:00:00,1450,433902018.62,
2009-06-30 00:00:00,2009-08-05 00:00:00,1655,-11715668.88,
2009-06-30 00:00:00,2010-08-14 00:00:00,1450,420142918.37,
2009-06-30 00:00:00,2010-08-19 00:00:00,1655,-11715668.88,
2009-03-31 00:00:00,2009-04-28 00:00:00,1450,178776343.46,
2009-03-31 00:00:00,2009-04-18 00:00:00,1655,-3908315.5,
2009-03-31 00:00:00,2010-04-23 00:00:00,1450,141847994.19,
2009-03-31 00:00:00,2010-04-21 00:00:00,1655,-3908315.5,
2008-12-31 00:00:00,2010-03-30 00:00:00,1655,-1493696696.79,
2008-12-31 00:00:00,2009-03-28 00:00:00,1450,1084971679.07,
2008-12-31 00:00:00,2010-04-23 00:00:00,1450,1008579069.73,
2008-12-31 00:00:00,2009-03-03 00:00:00,1655,-1493691315.77,
2008-09-30 00:00:00,2008-10-28 00:00:00,1655,-300838838.5,
2008-09-30 00:00:00,2009-10-29 00:00:00,1450,903967643.82,
2008-09-30 00:00:00,2008-10-25 00:00:00,1450,893134637.68,
2008-09-30 00:00:00,2009-10-30 00:00:00,1655,-300838838.5,
2008-06-30 00:00:00,2008-07-29 00:00:00,1450,585297625.54,
2008-06-30 00:00:00,2008-08-09 00:00:00,1655,-73808417.17,
2008-06-30 00:00:00,2009-08-15 00:00:00,1450,594582016.17,
2008-06-30 00:00:00,2009-08-05 00:00:00,1655,-73808417.17,
2008-03-31 00:00:00,2008-04-28 00:00:00,1450,193315179.43,
2008-03-31 00:00:00,2008-04-26 00:00:00,1655,-47198609.73,
2008-03-31 00:00:00,2009-04-28 00:00:00,1450,228599806.12,
2008-03-31 00:00:00,2009-04-18 00:00:00,1655,-47198609.73,
2007-12-31 00:00:00,2009-03-03 00:00:00,1655,960793567.74,
2007-12-31 00:00:00,2008-04-10 00:00:00,1450,544184423.02,
2007-12-31 00:00:00,2009-03-28 00:00:00,1450,653468401.88,
2007-12-31 00:00:00,2008-02-04 00:00:00,1655,960793567.74,
2007-09-30 00:00:00,2007-10-31 00:00:00,1655,-181164148.01,
2007-09-30 00:00:00,2008-10-25 00:00:00,1450,471324300.6,
2007-09-30 00:00:00,2007-10-27 00:00:00,1450,471324300.6,
2007-09-30 00:00:00,2008-10-28 00:00:00,1655,-181164148.01,
2007-06-30 00:00:00,2007-08-24 00:00:00,1450,339205343.78,
2007-06-30 00:00:00,2007-08-31 00:00:00,1655,-144756154.52,
2007-06-30 00:00:00,2008-07-29 00:00:00,1450,339205343.78,
2007-06-30 00:00:00,2008-08-09 00:00:00,1655,-144756154.52,
2007-03-31 00:00:00,2007-04-28 00:00:00,1450,158166331.5,
2007-03-31 00:00:00,2007-04-30 00:00:00,1655,-84191546.41,
2007-03-31 00:00:00,2008-04-28 00:00:00,1450,158166331.5,
2007-03-31 00:00:00,2008-04-26 00:00:00,1655,-84191546.41,
2006-12-31 00:00:00,2007-04-30 00:00:00,1655,-1492227926.64,
2006-12-31 00:00:00,2007-04-18 00:00:00,1450,456282239.82,
2006-12-31 00:00:00,2008-04-10 00:00:00,1450,468200756.53,
2006-12-31 00:00:00,2008-02-04 00:00:00,1655,-1658661780.09,
2006-09-30 00:00:00,2006-10-31 00:00:00,1655,-203013547.75,
2006-09-30 00:00:00,2007-10-27 00:00:00,1450,341055204.71,
2006-09-30 00:00:00,2006-10-27 00:00:00,1450,340781784.72,
2006-09-30 00:00:00,2007-10-31 00:00:00,1655,-209274612.61,
2006-06-30 00:00:00,2006-08-19 00:00:00,1450,267689903.1,
2006-06-30 00:00:00,2006-08-31 00:00:00,1655,-149439902.48,
2006-06-30 00:00:00,2007-08-24 00:00:00,1450,272629229.5,
2006-06-30 00:00:00,2007-08-31 00:00:00,1655,-149612610.41,
2006-03-31 00:00:00,2006-04-27 00:00:00,1450,128078754.07,
2006-03-31 00:00:00,2006-04-29 00:00:00,1655,-70842214.74,
2006-03-31 00:00:00,2007-04-28 00:00:00,1450,128169894.07,
2006-03-31 00:00:00,2007-04-30 00:00:00,1655,-70842214.74,
2005-12-31 00:00:00,2006-02-18 00:00:00,1450,394138985.85,
2005-12-31 00:00:00,2007-04-18 00:00:00,1450,394138985.85,
2005-12-31 00:00:00,2007-04-30 00:00:00,1655,-458927424.36,
2005-12-31 00:00:00,2006-04-29 00:00:00,1655,-458927424.36,
2005-09-30 00:00:00,2006-10-31 00:00:00,1655,2197954.65,
2005-09-30 00:00:00,2005-10-20 00:00:00,413,559335663.71,
2005-09-30 00:00:00,2005-10-27 00:00:00,1450,326371074.25,
2005-09-30 00:00:00,2005-10-21 00:00:00,372,-800056584.5,
2005-09-30 00:00:00,2006-10-27 00:00:00,1450,326371074.25,
2005-09-30 00:00:00,2005-10-22 00:00:00,1655,2197954.65,
2005-09-30 00:00:00,2005-10-29 00:00:00,257,-147220191.0,
2005-06-30 00:00:00,2006-08-19 00:00:00,1450,258961680.84,
2005-06-30 00:00:00,2005-08-19 00:00:00,1450,258961680.84,
2005-06-30 00:00:00,2006-08-31 00:00:00,1655,4674720.64,
2005-06-30 00:00:00,2005-08-30 00:00:00,1655,4674720.64,
2005-06-30 00:00:00,2005-08-13 00:00:00,257,130450887.0,
2005-06-30 00:00:00,2005-07-29 00:00:00,413,367731746.9,
2005-06-30 00:00:00,2005-08-02 00:00:00,372,-617603751.28,
2005-03-31 00:00:00,2005-04-15 00:00:00,413,175459155.16,
2005-03-31 00:00:00,2005-04-25 00:00:00,1655,8279319.66,
2005-03-31 00:00:00,2005-04-15 00:00:00,372,-55323206.26,
2005-03-31 00:00:00,2006-04-29 00:00:00,1655,8279319.66,
2005-03-31 00:00:00,2005-04-20 00:00:00,257,147370535.0,
2005-03-31 00:00:00,2005-04-30 00:00:00,1450,128555319.28,
2005-03-31 00:00:00,2006-04-27 00:00:00,1450,128555319.28,
2004-12-31 00:00:00,2005-04-02 00:00:00,1655,54353661.49,
2004-12-31 00:00:00,2006-04-29 00:00:00,1655,54353661.49,
2004-12-31 00:00:00,2005-03-26 00:00:00,1450,363575031.31,
2004-12-31 00:00:00,2005-02-21 00:00:00,372,267654469.0,
2004-12-31 00:00:00,2005-03-15 00:00:00,413,618571790.31,
2004-12-31 00:00:00,2005-03-18 00:00:00,257,2557236215.0,
2004-12-31 00:00:00,2006-02-18 00:00:00,1450,363575031.31,
2004-09-30 00:00:00,2004-10-22 00:00:00,1655,45461467.7,
2004-09-30 00:00:00,2005-10-22 00:00:00,1655,45461467.7,
2004-09-30 00:00:00,2004-10-23 00:00:00,1450,275851151.51,
2004-09-30 00:00:00,2005-10-27 00:00:00,1450,275851151.51,
2004-09-30 00:00:00,2005-10-21 00:00:00,372,156789492.17,
2004-09-30 00:00:00,2004-10-15 00:00:00,413,428846221.77,
2004-09-30 00:00:00,2005-10-20 00:00:00,413,428846221.77,
2004-09-30 00:00:00,2004-10-26 00:00:00,257,2238142282.0,
2004-09-30 00:00:00,2005-10-29 00:00:00,257,2238142282.0,
2004-09-30 00:00:00,2004-10-15 00:00:00,372,156789492.17,
2004-06-30 00:00:00,2004-08-18 00:00:00,1655,30480600.19,
2004-06-30 00:00:00,2004-07-24 00:00:00,372,146157417.37,
2004-06-30 00:00:00,2005-08-13 00:00:00,257,592302346.0,
2004-06-30 00:00:00,2004-07-29 00:00:00,257,592302346.0,
2004-06-30 00:00:00,2004-08-18 00:00:00,1450,163910657.97,
2004-06-30 00:00:00,2005-07-29 00:00:00,413,281171574.66,
2004-06-30 00:00:00,2004-07-29 00:00:00,413,281171574.66,
2004-06-30 00:00:00,2005-08-02 00:00:00,372,146157417.37,
2004-06-30 00:00:00,2005-08-19 00:00:00,1450,163910657.97,
2004-06-30 00:00:00,2005-08-30 00:00:00,1655,30480690.19,
2004-03-31 00:00:00,2005-04-15 00:00:00,413,147236761.27,
2004-03-31 00:00:00,2004-04-21 00:00:00,257,251737505.0,
2004-03-31 00:00:00,2004-04-17 00:00:00,413,147236761.27,
2004-03-31 00:00:00,2005-04-20 00:00:00,257,251737505.0,
2004-03-31 00:00:00,2004-04-16 00:00:00,1655,12561198.26,
2004-03-31 00:00:00,2005-04-30 00:00:00,1450,73163032.43,
2004-03-31 00:00:00,2004-04-22 00:00:00,372,55957863.9,
2004-03-31 00:00:00,2005-04-25 00:00:00,1655,12561198.26,
2004-03-31 00:00:00,2005-04-15 00:00:00,372,55957863.9,
2004-03-31 00:00:00,2004-04-24 00:00:00,1450,73163032.43,
2003-12-31 00:00:00,2004-03-27 00:00:00,1655,21250471.96,
2003-12-31 00:00:00,2004-03-18 00:00:00,413,538107586.92,
2003-12-31 00:00:00,2005-03-15 00:00:00,413,538107586.92,
2003-12-31 00:00:00,2005-03-18 00:00:00,257,422239682.0,
2003-12-31 00:00:00,2004-03-19 00:00:00,1450,173731456.67,
2003-12-31 00:00:00,2004-03-16 00:00:00,372,14256435.0,
2003-12-31 00:00:00,2005-04-02 00:00:00,1655,21250471.96,
2003-12-31 00:00:00,2005-02-21 00:00:00,372,14256435.0,
2003-12-31 00:00:00,2005-03-26 00:00:00,1450,173731456.67,
2003-12-31 00:00:00,2004-04-21 00:00:00,257,422239682.0,
2003-09-30 00:00:00,2003-10-24 00:00:00,413,447626059.2,
2003-09-30 00:00:00,2004-10-23 00:00:00,1450,153155091.16,
2003-09-30 00:00:00,2004-10-22 00:00:00,1655,17243259.25,
2003-09-30 00:00:00,2003-10-24 00:00:00,1655,17243259.25,
2003-09-30 00:00:00,2004-10-15 00:00:00,372,59917651.02,
2003-09-30 00:00:00,2003-10-22 00:00:00,372,59917651.02,
2003-09-30 00:00:00,2004-10-26 00:00:00,257,345913903.0,
2003-09-30 00:00:00,2003-10-25 00:00:00,257,345913903.0,
2003-09-30 00:00:00,2003-10-23 00:00:00,1450,153155091.16,
2003-09-30 00:00:00,2004-10-15 00:00:00,413,447626059.2,
2003-06-30 00:00:00,2004-08-18 00:00:00,1655,13161271.87,
2003-06-30 00:00:00,2004-07-29 00:00:00,413,312369401.25,
2003-06-30 00:00:00,2003-07-24 00:00:00,372,33400002.71,
2003-06-30 00:00:00,2004-07-24 00:00:00,372,33400002.71,
2003-06-30 00:00:00,2004-07-29 00:00:00,257,239510820.0,
2003-06-30 00:00:00,2003-08-26 00:00:00,1450,104893174.86,
2003-06-30 00:00:00,2003-08-01 00:00:00,257,239510820.0,
2003-06-30 00:00:00,2003-08-05 00:00:00,413,312369401.25,
2003-06-30 00:00:00,2004-08-18 00:00:00,1450,104893174.86,
2003-06-30 00:00:00,2003-08-16 00:00:00,1655,13161271.87,
2003-03-31 00:00:00,2004-04-17 00:00:00,413,169161246.38,
2003-03-31 00:00:00,2003-04-16 00:00:00,413,169161246.38,
2003-03-31 00:00:00,2003-04-23 00:00:00,1450,52928517.03,
2003-03-31 00:00:00,2003-04-17 00:00:00,372,19693209.0,
2003-03-31 00:00:00,2004-04-16 00:00:00,1655,9290541.98,
2003-03-31 00:00:00,2004-04-22 00:00:00,372,19693209.41,
2003-03-31 00:00:00,2004-04-21 00:00:00,257,189879472.0,
2003-03-31 00:00:00,2003-04-25 00:00:00,257,189879472.0,
2003-03-31 00:00:00,2004-04-24 00:00:00,1450,52928517.03,
2003-03-31 00:00:00,2003-04-30 00:00:00,1655,9290541.98,
2002-12-31 00:00:00,2003-03-26 00:00:00,413,397864408.74,
2002-12-31 00:00:00,2004-03-16 00:00:00,372,12610250.0,
2002-12-31 00:00:00,2004-03-27 00:00:00,1655,3889788.42,
2002-12-31 00:00:00,2004-04-21 00:00:00,257,-1031388025.0,
2002-12-31 00:00:00,2004-03-18 00:00:00,413,397864408.74,
2002-12-31 00:00:00,2003-03-25 00:00:00,372,12610250.0,
2002-12-31 00:00:00,2003-04-12 00:00:00,1655,4572909.52,
2002-12-31 00:00:00,2004-03-19 00:00:00,1450,169425619.41,
2002-12-31 00:00:00,2003-03-13 00:00:00,1450,169425619.41,
2002-12-31 00:00:00,2003-04-25 00:00:00,257,-1031388025.0,
2002-09-30 00:00:00,2002-10-25 00:00:00,413,310177855.87,
2002-09-30 00:00:00,2002-10-25 00:00:00,1655,-32761889.3,
2002-09-30 00:00:00,2003-10-24 00:00:00,1655,-32761889.3,
2002-09-30 00:00:00,2003-10-22 00:00:00,372,29682289.79,
2002-09-30 00:00:00,2002-10-23 00:00:00,372,29682289.79,
2002-09-30 00:00:00,2003-10-25 00:00:00,257,-662234997.0,
2002-09-30 00:00:00,2002-10-31 00:00:00,257,-662234997.0,
2002-09-30 00:00:00,2003-10-23 00:00:00,1450,131976820.56,
2002-09-30 00:00:00,2002-10-31 00:00:00,1450,131976820.56,
2002-09-30 00:00:00,2003-10-24 00:00:00,413,310177855.87,
2002-06-30 00:00:00,2003-08-26 00:00:00,1450,98387637.0,
2002-06-30 00:00:00,2003-08-05 00:00:00,413,178357612.35,
2002-06-30 00:00:00,2002-08-15 00:00:00,413,178357612.35,
2002-06-30 00:00:00,2002-08-16 00:00:00,1450,98387637.0,
2002-06-30 00:00:00,2002-07-18 00:00:00,372,13945427.72,
2002-06-30 00:00:00,2003-08-01 00:00:00,257,-353410603.0,
2002-06-30 00:00:00,2002-08-24 00:00:00,1655,5579269.99,
2002-06-30 00:00:00,2003-08-16 00:00:00,1655,5579269.99,
2002-06-30 00:00:00,2002-08-23 00:00:00,257,-353410603.0,
2002-06-30 00:00:00,2003-07-24 00:00:00,372,13945427.72,
2002-03-31 00:00:00,2002-04-17 00:00:00,372,-47539810.55,
2002-03-31 00:00:00,2002-04-25 00:00:00,1450,50846135.68,
2002-03-31 00:00:00,2003-04-25 00:00:00,257,-111049165.0,
2002-03-31 00:00:00,2002-04-17 00:00:00,413,66161874.95,
2002-03-31 00:00:00,2003-04-23 00:00:00,1450,50846135.68,
2002-03-31 00:00:00,2002-04-29 00:00:00,257,-111049165.0,
2002-03-31 00:00:00,2003-04-30 00:00:00,1655,2301190.84,
2002-03-31 00:00:00,2003-04-17 00:00:00,372,-47539810.0,
2002-03-31 00:00:00,2003-04-16 00:00:00,413,66161874.95,
2002-03-31 00:00:00,2002-04-29 00:00:00,1655,2301190.84,
2001-12-31 00:00:00,2002-04-18 00:00:00,1655,21278219.18,
2001-12-31 00:00:00,2002-03-22 00:00:00,372,111430612.0,
2001-12-31 00:00:00,2003-04-25 00:00:00,257,-1801607833.0,
2001-12-31 00:00:00,2002-04-23 00:00:00,257,-1801607833.0,
2001-12-31 00:00:00,2003-03-13 00:00:00,1450,165454534.37,
2001-12-31 00:00:00,2002-02-27 00:00:00,1450,165454534.37,
2001-12-31 00:00:00,2003-03-26 00:00:00,413,364192233.56,
2001-12-31 00:00:00,2002-04-02 00:00:00,413,347211149.07,
2001-12-31 00:00:00,2003-04-12 00:00:00,1655,13775908.12,
2001-12-31 00:00:00,2003-03-25 00:00:00,372,111430612.0,
2001-09-30 00:00:00,2002-10-31 00:00:00,1450,95460843.0,
2001-09-30 00:00:00,2001-10-26 00:00:00,1450,95460843.0,
2001-06-30 00:00:00,2001-08-24 00:00:00,1450,66714859.58,
2001-06-30 00:00:00,2001-08-14 00:00:00,372,117678790.78,
2001-06-30 00:00:00,2001-08-08 00:00:00,1655,43732664.21,
2001-06-30 00:00:00,2001-08-17 00:00:00,257,-640775168.0,
2001-06-30 00:00:00,2001-07-27 00:00:00,413,215384463.59,
2001-06-30 00:00:00,2002-07-18 00:00:00,372,117678790.78,
2001-06-30 00:00:00,2002-08-24 00:00:00,1655,39954344.37,
2001-06-30 00:00:00,2002-08-16 00:00:00,1450,66714859.58,
2001-06-30 00:00:00,2002-08-23 00:00:00,257,-640775168.0,
2001-06-30 00:00:00,2002-08-15 00:00:00,413,215384463.59,
2000-12-31 00:00:00,2001-03-23 00:00:00,372,65927096.49,
2000-12-31 00:00:00,2001-04-07 00:00:00,1655,106054881.84,
2000-12-31 00:00:00,2002-04-23 00:00:00,257,-861609624.0,
2000-12-31 00:00:00,2002-04-18 00:00:00,1655,101936496.62,
2000-12-31 00:00:00,2002-03-22 00:00:00,372,-10639116.0,
2000-12-31 00:00:00,2001-02-20 00:00:00,413,461065679.48,
2000-12-31 00:00:00,2002-02-27 00:00:00,1450,113575647.97,
2000-12-31 00:00:00,2002-04-02 00:00:00,413,438013105.32,
2000-12-31 00:00:00,2001-07-31 00:00:00,1450,103138887.91,
2000-12-31 00:00:00,2001-03-30 00:00:00,257,-861609624.0,
2000-09-30 00:00:00,2001-10-26 00:00:00,1450,72695731.26,
2000-09-30 00:00:00,2001-10-26 00:00:00,1450,72695731.26,
2000-06-30 00:00:00,2000-08-16 00:00:00,257,55757040.0,
2000-06-30 00:00:00,2000-08-23 00:00:00,413,200504583.87,
2000-06-30 00:00:00,2001-08-17 00:00:00,257,55756456.0,
2000-06-30 00:00:00,2001-08-08 00:00:00,1655,80167799.61,
2000-06-30 00:00:00,2000-08-22 00:00:00,372,-178160706.42,
2000-06-30 00:00:00,2000-07-28 00:00:00,1655,80167799.61,
2000-06-30 00:00:00,2001-08-14 00:00:00,372,-178160706.42,
2000-06-30 00:00:00,2001-07-27 00:00:00,413,200504583.87,
1999-12-31 00:00:00,2000-03-28 00:00:00,372,5079607.73,
1999-12-31 00:00:00,2001-03-23 00:00:00,372,3942589.66,
1999-12-31 00:00:00,2001-04-07 00:00:00,1655,138091923.47,
1999-12-31 00:00:00,2001-07-31 00:00:00,1450,71179556.45,
1999-12-31 00:00:00,2000-03-22 00:00:00,1655,138091923.47,
1999-12-31 00:00:00,2001-03-30 00:00:00,257,150519877.0,
1999-12-31 00:00:00,2000-04-12 00:00:00,257,150519877.0,
1999-12-31 00:00:00,2000-04-14 00:00:00,413,164752333.08,
1999-12-31 00:00:00,2001-02-20 00:00:00,413,164752333.08,
1999-06-30 00:00:00,2000-07-28 00:00:00,1655,41392367.26,
1999-06-30 00:00:00,2000-08-22 00:00:00,372,45964288.97,
1999-06-30 00:00:00,1999-08-25 00:00:00,257,46560872.0,
1999-06-30 00:00:00,1999-08-19 00:00:00,372,45964288.97,
1999-06-30 00:00:00,2000-08-23 00:00:00,413,1762162.14,
1999-06-30 00:00:00,1999-08-06 00:00:00,1655,41392367.26,
1999-06-30 00:00:00,2000-08-16 00:00:00,257,46560872.0,
1999-06-30 00:00:00,1999-08-24 00:00:00,413,1762162.14,
1998-12-31 00:00:00,1999-03-24 00:00:00,257,63413099.0,
1998-12-31 00:00:00,2000-04-14 00:00:00,413,138924433.64,
1998-12-31 00:00:00,1999-04-02 00:00:00,1655,55945390.02,
1998-12-31 00:00:00,2001-07-31 00:00:00,1450,98371628.2,
1998-12-31 00:00:00,2000-04-12 00:00:00,257,63413099.0,
1998-12-31 00:00:00,1999-04-15 00:00:00,413,138924433.64,
1998-12-31 00:00:00,1999-02-05 00:00:00,372,151223188.76,
1998-12-31 00:00:00,2000-03-28 00:00:00,372,99321188.82,
1998-12-31 00:00:00,2000-03-22 00:00:00,1655,58589272.97,
1998-06-30 00:00:00,1998-08-15 00:00:00,372,8414581.44,
1998-06-30 00:00:00,1999-08-25 00:00:00,257,41829117.0,
1998-06-30 00:00:00,1998-08-20 00:00:00,257,41829117.0,
1998-06-30 00:00:00,1999-08-19 00:00:00,372,8414581.44,
1998-06-30 00:00:00,1998-08-11 00:00:00,1655,8741120.92,
1998-06-30 00:00:00,1999-08-24 00:00:00,413,101735672.79,
1998-06-30 00:00:00,1998-08-18 00:00:00,413,101735672.79,
1998-06-30 00:00:00,1999-08-06 00:00:00,1655,8741120.92,
1997-12-31 00:00:00,1999-03-24 00:00:00,257,94969921.0,
1997-12-31 00:00:00,1998-03-15 00:00:00,1655,57667021.84,
1997-12-31 00:00:00,1999-02-05 00:00:00,372,179166719.23,
1997-12-31 00:00:00,1998-04-10 00:00:00,413,206634246.67,
1997-12-31 00:00:00,1998-04-08 00:00:00,257,94969921.0,
1997-12-31 00:00:00,1998-04-01 00:00:00,372,181067552.36,
1997-12-31 00:00:00,1999-04-02 00:00:00,1655,57667021.84,
1997-12-31 00:00:00,1999-04-15 00:00:00,413,206634246.67,
1997-06-30 00:00:00,1998-08-11 00:00:00,1655,30177134.89,
1997-06-30 00:00:00,1997-08-08 00:00:00,372,73746258.33,
1997-06-30 00:00:00,1997-08-08 00:00:00,257,104262049.0,
1997-06-30 00:00:00,1998-04-10 00:00:00,413,121196560.48,
1997-06-30 00:00:00,1998-08-15 00:00:00,372,73746258.33,
1997-06-30 00:00:00,1998-08-20 00:00:00,257,104262049.0,
1997-06-30 00:00:00,1997-08-14 00:00:00,1655,30177134.89,
1997-06-30 00:00:00,1998-08-18 00:00:00,413,121196560.48,
1996-12-31 00:00:00,1997-04-17 00:00:00,1655,61168117.0,
1996-12-31 00:00:00,1997-08-08 00:00:00,372,162708338.22,
1996-12-31 00:00:00,1997-04-22 00:00:00,257,251712001.0,
1996-12-31 00:00:00,1998-04-10 00:00:00,413,264195340.64,
1996-06-30 00:00:00,1996-08-20 00:00:00,1655,41053841.32,
1996-06-30 00:00:00,1996-09-20 00:00:00,257,307324459.0,
1995-12-31 00:00:00,1996-03-18 00:00:00,1655,72033708.0,
1995-12-31 00:00:00,1998-04-10 00:00:00,413,285495187.61,
1995-12-31 00:00:00,1996-09-20 00:00:00,257,742638817.0,
1995-12-31 00:00:00,1997-08-08 00:00:00,372,160893584.19,
1995-06-30 00:00:00,1996-03-18 00:00:00,1655,42280433.79,
1994-12-31 00:00:00,1997-08-08 00:00:00,372,176511854.57,
1994-12-31 00:00:00,1996-03-18 00:00:00,1655,25901306.0,
1993-12-31 00:00:00,1996-03-18 00:00:00,1655,19193438.0,
,,,,
