公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80155180","华油惠博普科技股份有限公司","惠博普","China Oil HBP Science & Technology Co.,Ltd.","HBP","007004","其它","0","-1","谢文辉","谢文辉","黄松","张中炜","王媛媛","001007","1998-10-07","134685.7772","0","None","湖南省长沙市岳麓区金星北路一段22号恒晟商厦C座542号房","工程设计;专业承包;油气资源投资;货物进出口;代理进出口;技术进出口;技术开发、转让、咨询、服务;销售开发后的产品、机械电器设备、计算机及外围设备、化工产品(不含危险化学品及一类易制毒化学品)、建筑材料、办公设备、环境污染防治专用设备;水污染治理;固体废物污染治理、大气污染治理;污泥处理、土壤改良、油罐清洗技术服务。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)","包括油气工程及服务(EPCC)、环境工程及服务、油气资源开发及利用。","1","0","CN"
