公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80084082","中煤新集能源股份有限公司","新集能源","China Coal Xinji Energy CO.,LTD.","XINJI ENERGY","007004","其它","0","-1","杨伯达","杨伯达","郭占峰","戴斐","廖前进","001001","1997-12-01","259054.18","0","None","安徽省淮南市民惠街","许可项目:煤炭开采;发电业务、输电业务、供(配)电业务;供电业务;电气安装服务;公共铁路运输;建设工程施工;燃气经营。一般项目:矿物洗选加工;煤炭及制品销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;合同能源管理;智能输配电及控制设备销售;新能源汽车换电设施销售;节能管理服务;热力生产和供应;通用设备制造(不含特种设备制造);矿山机械制造;矿山机械销售;通用设备修理;专用设备修理;铁路运输辅助活动;土地整治服务;固体废物治理;雨水、微咸水及矿井水的收集处理及利用;污水处理及其再生利用。公司根据自身发展能力和业务需要,经有关审批机关批准,可适当调整投资方向及经营范围。","煤炭开采、煤炭洗选和火力发电。","1","0","CN"
