公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率
80124565,2020-06-30 00:00:00,矿石,元,人民币,876877190.0,None,None,648009170.0,None,None,None
80124565,2020-06-30 00:00:00,油气,元,人民币,334539450.0,None,None,333844410.0,None,None,None
80124565,2020-06-30 00:00:00,其他(补充),元,人民币,58726650.0,None,None,31111540.0,None,None,None
