公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80080360","平顶山天安煤业股份有限公司","平煤股份","Pingdingshan Tianan Coal Mining Co.,Ltd.","Pingmei Coal","007004","其它","0","-1","潘树启","潘树启","王新义","许尽峰","赵西铭","001007","1998-03-17","231521.5955","0","None","河南省平顶山市矿工路21号","煤炭开采,煤炭洗选及深加工,煤炭销售;道路货物运输;机械设备制造、修理;电器机械修理;金属材料、建筑材料、矿用物资、橡胶制品的销售;自来水生产、自来水管道安装、维修;污水处理及其再生利用;管道清洗及冲洗;其他水的处理、利用和分配;零售:车用乙醇汽油、柴油、润滑油(限分支机构凭证经营);大地测量、测绘航空摄影、摄影测量与遥感、工程测量、界限与不动产测绘、地图编制;固体矿产勘查:乙级;地质钻探:乙级;设备租赁,工矿配件零售;电子产品、通讯器材(不含无线)的销售;供电、售电;电能的输送与分配;电力工程施工及通讯工程施工;能源技术服务;节能技术推广、开发、咨询、交流、转让服务;电力工程项目设计、维护、管理和经营;电力设备、机电设备、通信设备、五金工具、电料批发销售;技术研发、技术服务、技术咨询。","煤炭开采、煤炭洗选加工和煤炭销售。","1","0","CN"
