交易日期,行业代码,平均开盘价,平均收盘价,平均最高价,平均最低价,成交量,成交金额,换手率,1天回报排名,1周回报排名,4周回报排名,13周回报排名,26周回报排名,52周回报排名,年初迄今回报排名,1天回报,1周回报,4周回报,13周回报,26周回报,52周回报,年初迄今回报,流通市值总和,总市值总和,市盈率,调整市盈率,追溯市盈率,市净率,调整市净率,市销率,追溯市销率,市价现金流比率,追溯市价现金流比率,红利收益率,追溯红利收益率,上涨家数,下跌家数,平盘家数,
20170103,15104050,9.875471,10.007358,10.130943,9.77,950253358.0,6521963420.48,0.6709,None,None,None,None,None,None,None,1.0803851610700694,1.2248140566037735,-1.9595473653846152,7.722707576923079,23.932484249999998,0.960836666666666,0.0,709531441198.66,879421803925.0798,None,None,None,1.6576,None,0.7691,None,10.0842,None,0.001,None,None,None,None,
20170104,15104050,9.98,10.072075,10.178679,9.880377,1044584659.0,6921982277.87,0.7375,None,None,None,None,None,None,None,0.9962980713906425,1.0804537924528306,-1.9505642692307699,10.668283923076926,21.033071884615385,0.2396584901960792,1.0804537924528306,718259524488.9,890645381983.45,None,None,None,1.6788,None,0.7789,None,10.2129,None,0.001,None,None,None,None,
20170105,15104050,9.744339,9.737735,9.905849,9.632641,887123496.0,6057693776.46,0.6263,None,None,None,None,None,None,None,-0.15729933576816857,2.097408528301886,-0.8438976923076923,11.969187903846151,22.522145788461536,1.5530960588235299,2.097408528301886,718383391629.1001,890125750405.2701,None,None,None,1.6778,None,0.7785,None,10.207,None,0.001,None,None,None,None,
20170106,15104050,9.704339,9.593018,9.811698,9.504905,1131955583.0,6644721371.44,0.7992,None,None,None,None,None,None,None,-0.35572754241743704,1.9346905094339617,-1.008381211538462,11.771715846153846,22.246675442307694,1.411685921568628,1.9346905094339617,720905552244.01,891461891299.1702,None,None,None,1.6803,None,0.7797,None,10.2223,None,0.001,None,None,None,None,
20170109,15104050,9.560566,9.589056,9.712075,9.443584,1036056958.0,5887525891.63,0.7314,None,None,None,None,None,None,None,0.3794126021434016,0.3793923018867925,1.023750423076923,7.827313634615384,19.177603442307703,2.7662873137254893,1.9851182264150942,725810745363.2699,896206349474.0201,None,None,None,1.6893,None,0.7857,None,10.2767,None,0.001,None,None,None,None,
20170110,15104050,9.353207,9.391132,9.556792,9.250943,1523569386.0,8358592208.54,1.0755,None,None,None,None,None,None,None,0.745058178505185,0.37939230188679224,1.023750423076923,7.827313634615384,19.17760344230769,2.766287313725492,1.9851182264150942,734732850449.4001,906233325088.9102,None,None,None,1.7082,None,0.7945,None,10.3917,None,0.001,None,None,None,None,
20170111,15104050,9.360566,9.332075,9.582264,9.212641,1894791977.0,10045270063.88,1.3376,None,None,None,None,None,None,None,-0.1722407036220161,1.1369129056603768,1.7426075576923075,8.786898211538462,20.242747788461543,3.7213829411764694,2.7389833962264145,737957839294.5101,908459118126.42,None,None,None,1.7124,None,0.7965,None,10.4172,None,0.001,None,None,None,None,
20170112,15104050,9.125283,8.976981,9.227169,8.906981,1473229400.0,8005679200.7,1.04,None,None,None,None,None,None,None,-1.5114236064699782,0.9978121132075474,1.6650719807692307,8.691005846153844,20.137079480769234,3.6788869215686284,2.6226666603773587,727866995199.5096,895777136649.3998,None,None,None,1.6885,None,0.7853,None,10.2718,None,0.001,None,None,None,None,
20170113,15104050,8.965283,8.797169,9.066226,8.69566,1092765285.0,6021077431.35,0.7714,None,None,None,None,None,None,None,-1.4961328912201926,-0.5173001509433963,0.15025132692307683,7.055906750000001,18.30283275,2.059442490196078,1.0825185283018868,721637148302.4996,887646211369.9697,None,None,None,1.6731,None,0.7792,None,10.1786,None,0.001,None,None,None,None,
20170116,15104050,8.780188,8.466981,8.883018,8.142452,1710634461.0,8556295197.86,1.2076,None,None,None,None,None,None,None,-2.2502180974202792,-2.0201176981132076,-1.3403975576923075,5.384657365384613,16.45671221153846,0.37681076470588204,-0.4352153207547169,715875240336.05,878759830322.6603,None,None,None,1.6564,None,0.7714,None,10.0767,None,0.001,None,None,None,None,
20170117,15104050,8.710188,8.855849,8.913018,8.539056,989016796.0,5274671314.19,0.6982,None,None,None,None,None,None,None,0.6773354844549068,-1.5943776792452828,-0.9636486037735845,3.619342500000001,12.016509038461539,4.023976196078432,-1.942515509433962,717966899467.5,881317354562.8301,None,None,None,1.6612,None,0.7737,None,10.106,None,0.001,None,None,None,None,
20170118,15104050,9.021132,9.083396,9.224339,8.882641,1525346349.0,7796336838.88,1.0768,None,None,None,None,None,None,None,1.2291459477784636,-1.5943776792452833,-0.9636486037735851,3.6193424999999997,12.01650903846154,4.023976196078435,-1.9425155094339626,731016055398.83,895751863663.85,None,None,None,1.6884,None,0.7864,None,10.2715,None,0.001,None,None,None,None,
20170119,15104050,9.038301,9.022452,9.212452,8.886415,1105442559.0,6068671381.75,0.7804,None,None,None,None,None,None,None,-1.061173124662109,-0.36719481132075477,0.290070320754717,5.258063384615387,13.749047596153844,5.593212784313725,-0.6560291320754718,722771826734.8102,885896018273.5702,None,None,None,1.6698,None,0.7777,None,10.1585,None,0.001,None,None,None,None,
20170120,15104050,9.026792,9.166981,9.280188,8.956792,1074362041.0,5697195709.92,0.7584,None,None,None,None,None,None,None,1.4529535991349016,-1.4431146603773586,-0.8129674150943398,3.9707903076923072,12.360743307692307,4.343155862745097,-1.7620300188679243,728038186548.5299,893315249757.6901,None,None,None,1.6838,None,0.7842,None,10.2436,None,0.001,None,None,None,None,
