交易日期,行业代码,平均开盘价,平均收盘价,平均最高价,平均最低价,成交量,成交金额,换手率,1天回报排名,1周回报排名,4周回报排名,13周回报排名,26周回报排名,52周回报排名,年初迄今回报排名,1天回报,1周回报,4周回报,13周回报,26周回报,52周回报,年初迄今回报,流通市值总和,总市值总和,市盈率,调整市盈率,追溯市盈率,市净率,调整市净率,市销率,追溯市销率,市价现金流比率,追溯市价现金流比率,红利收益率,追溯红利收益率,上涨家数,下跌家数,平盘家数,
20170103,20107010,17.709302,17.953255,18.102093,17.584651,379499776.0,5379541948.29,1.2727,None,None,None,None,None,None,None,1.6184509959484128,-0.37124855813953495,-3.07284523255814,1.1505335813953492,12.561389095238095,-13.785719904761905,0.0,361946983808.6,482971148995.91986,40.7887,None,None,2.5896,None,0.5067,None,63.9383,None,0.0008,None,None,None,None,
20170104,20107010,17.965813,18.109069,18.264418,17.800697,447293250.0,6431468915.22,1.5001,None,None,None,None,None,None,None,0.9727544194009524,1.6184413953488375,-1.4694263488372092,3.3231436976744178,9.686048428571427,-13.022822047619048,1.6184413953488375,365346505887.21,487484802514.84985,41.1699,None,None,2.6138,None,0.5115,None,64.5358,None,0.0007,None,None,None,None,
20170105,20107010,18.093488,18.22279,18.483488,17.920232,461787801.0,6930334633.13,1.5487,None,None,None,None,None,None,None,0.6352604216644328,2.604761627906977,-0.490540441860465,4.344691186046512,10.848637714285717,-12.120950047619047,2.604761627906977,367290046906.41,489556074378.6799,41.3449,None,None,2.6249,None,0.5136,None,64.81,None,0.0007,None,None,None,None,
20170106,20107010,18.193255,17.983023,18.424418,17.804418,449328602.0,6902891336.41,1.5069,None,None,None,None,None,None,None,-0.5175428678549118,3.273568953488372,0.1783270232558141,5.1191100465116275,11.712326714285714,-11.419595285714289,3.273568953488372,365864305041.41,487009957813.36993,41.1298,None,None,2.6113,None,0.511,None,64.473,None,0.0007,None,None,None,None,
20170109,20107010,17.923953,17.979767,18.221395,17.618139,450329275.0,6815670252.51,1.5103,None,None,None,None,None,None,None,0.5928091842477865,0.5927820697674421,2.3726768837209296,2.391997930232557,8.449737809523807,-10.51826045238095,3.3480396976744182,367751502545.1899,491124507961.56,41.4773,None,None,2.6333,None,0.5153,None,65.0177,None,0.0007,None,None,None,None,
20170110,20107010,17.942325,17.8,18.120465,17.652325,365719938.0,5388562022.64,1.2265,None,None,None,None,None,None,None,-0.968894253183816,0.5927820697674416,2.3726768837209296,2.3919979302325585,8.449737809523807,-10.518260452380948,3.3480396976744187,364065888838.7801,486622691249.65,41.0971,None,None,2.6092,None,0.5106,None,64.4217,None,0.0007,None,None,None,None,
20170111,20107010,17.96372,17.737906,18.156976,17.605348,365615984.0,4909537824.23,1.2261,None,None,None,None,None,None,None,-0.8556229356349192,-0.3871097209302326,1.2968713720930234,1.2677660930232557,7.224233595238093,-11.55853014285714,2.2983579767441857,361560402209.4,482750293753.39996,40.7701,None,None,2.5884,None,0.5104,None,63.909,None,0.0008,None,None,None,None,
20170112,20107010,17.641395,17.554651,17.848139,17.423255,314587362.0,4105094757.59,1.055,None,None,None,None,None,None,None,-0.9989690113587498,-1.2355962558139535,0.42260702325581395,0.4052553953488375,6.308569833333332,-12.30241264285714,1.426189581395349,357726131783.99,484242556127.1401,40.8961,None,None,2.5964,None,0.512,None,64.1066,None,0.0008,None,None,None,None,
20170113,20107010,17.437906,17.050232,17.600465,16.918837,329346393.0,4540057492.22,1.1045,None,None,None,None,None,None,None,-2.34095287623612,-2.228189465116279,-0.5787307209302326,-0.7390013488372095,5.0335893095238085,-13.329464261904759,0.4130659302325581,350996646130.8299,475633880624.08014,40.1691,None,None,2.5503,None,0.5029,None,62.9669,None,0.0008,None,None,None,None,
20170116,20107010,16.880465,16.207209,17.029767,15.62093,479677725.0,6014125470.38,1.6086,None,None,None,None,None,None,None,-4.019125719191523,-4.4916749534883715,-2.9008981162790692,-3.225912720930231,2.2740709285714287,-15.643480999999994,-1.9439769069767445,340354427078.86005,462033791137.29,39.0205,None,None,2.4774,None,0.4885,None,61.1665,None,0.0008,None,None,None,None,
20170117,20107010,16.076279,16.343953,16.468372,15.764186,271251874.0,3741156931.38,0.9097,None,None,None,None,None,None,None,0.7242790595626012,-3.328777953488372,-5.434352651162789,-6.34113839534884,-2.370160714285714,-4.56957007142857,-5.136289976744187,342117745441.23,464039944710.24,39.1899,None,None,2.4881,None,0.4906,None,61.4321,None,0.0008,None,None,None,None,
20170118,20107010,16.314651,16.346279,16.646976,16.11,266750719.0,3661826430.03,0.8946,None,None,None,None,None,None,None,0.2831047714590635,-3.328777953488372,-5.43435265116279,-6.341138395348837,-2.370160714285715,-4.569570071428571,-5.1362899767441865,343053913318.42,465453455162.1701,39.3093,None,None,2.4957,None,0.4921,None,61.6192,None,0.0008,None,None,None,None,
20170119,20107010,16.285116,16.29,16.587441,16.049534,247190950.0,3255345198.59,0.829,None,None,None,None,None,None,None,-0.3666278314313512,-3.071753953488373,-5.2117012325581396,-6.081823418604651,-2.1330499285714293,-4.355857523809522,-4.882518976744185,341368223156.2,463399412977.0999,39.1358,None,None,2.4847,None,0.4899,None,61.3473,None,0.0008,None,None,None,None,
