公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80106141","中海油能源发展股份有限公司","海油发展","CNOOC Energy Technology & Services Limited","CNOOC EnerTech","007004","其它","0","-1","朱磊","朱磊","李新仲","黄振鹰","蔡建鑫","001001","2005-02-22","1016510.4199","None","None","北京市东城区东直门外小街6号","技术开发、技术转让、技术咨询、技术服务;投资及投资管理;石油、化工、电力设备设施和船舶的维修、保养;油田管道维修、涂敷;油田生产配套服务;油田工程建设;人员培训;劳务服务;仓储服务;货物进出口、技术进出口、代理进出口;通信信息网络系统集成服务;油田作业监督、监理服务;承包境外港口与海岸、海洋石油工程和境内国际招标工程;国际货运代理;下列项目仅限分公司经营:物业管理;出租办公用房;再生资源回收、批发;船舶油舱清洗及配套维修服务;环境治理;垃圾箱、污油水罐租赁;起重机械、压力管道的安装、检测、维修;海洋工程测量、环境调查及环境影响评价咨询;工程防腐技术服务;弱电工程设计及施工;数据处理;压力容器制造;油田管道加工;对外派遣实施上述境外工程所需的劳务人员;下列项目仅限分公司经营:制造、销售石油化工产品、油田化工产品(剧毒品、易制毒品除外)、危险化学品(具体项目以许可文件为准);餐饮服务;普通货运;经营电信业务。(“1、未经有关部门批准,不得以公开方式募集资金;2、不得公开开展证券类产品和金融衍生品交易活动;3、不得发放贷款;4、不得对所投资企业以外的其他企业提供担保;5、不得向投资者承诺投资本金不受损失或者承诺最低收益”;企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)","提供能源技术服务、FPSO生产技术服务、能源物流服务、安全环保与节能产品及服务。","1","0","CN"
