公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80180467","浙江仁智股份有限公司","仁智股份","Zhejiang Renzhi Co.,ltd.","RZGF","007004","其它","0","-1","温志平","温志平","陈曦","王晶","祝思颖","001002","2006-09-27","41194.8","0","None","浙江省温州经济技术开发区滨海十七路350号浙南经济总部大厦336室","钻井、完井技术服务,井下作业技术服务,油气采输技术服务,环保工程技术服务,防腐、检测技术服务,油田化学品开发、生产、销售(不含易燃易爆易制毒品),油田专用设备及工具的研发、生产、销售,新材料开发、生产、销售,从事进出口业务,电子科技、生物科技、能源科技开发、技术转让、技术咨询服务、实业投资、投资管理、集成电路、电子产品、计算机软硬件的研发、销售、五金交电、建筑装潢材料、金属材料及制品、化工原料及产品(除危险品及易制毒品)、机电设备、电线电缆、橡塑制品、家用电器、照明设备、日用百货、服装鞋帽、初级食用农产品、汽车配件、珠宝首饰、燃料油(不含成品油)、电子设备、机械设备、针纺织品、文化办公用品、食品(凭许可证经营)、煤炭(无储存)、矿产品(除专控)的销售,展览展示服务,市场营销策划,园林绿化工程,建筑智能化工程,装饰工程的施工,商务信息资讯,仓储服务(不含危险品)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","集油田技术服务的技术研发、方案设计、服务提供及油田化学助剂的研发、生产为一体的高新技术企业。","1","0","CN"
