公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80400104","金石资源集团股份有限公司","金石资源","China Kings Resources Group Co.,Ltd.","Kings","007004","其它","0","-1","王锦华","王锦华","赵建平","戴水君","张钧惠","001002","2001-05-15","43482.6162","None","None","浙江省杭州市拱墅区莫干山路耀江国际大厦B座20层B室","萤石矿及其他非金属矿、铜矿及其他金属矿的投资、技术开发;萤石(普通)地下开采(含选厂,限下属子公司经营);矿产品开采、加工、检测、矿山环境及安全的技术咨询;批发、零售:金属材料,建筑材料,机械设备,电器设备,矿产品,化工原料及产品(除化学危险品及易制毒化学品);货物进出口,矿产资源勘查(凭许可证经营)。(法律、行政法规禁止经营的项目除外,法律、行政法规限制经营的项目取得许可证后方可经营)。","专注于萤石矿的投资和开发,以及萤石产品的生产和销售。","1","None","CN"
