公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000913","新大洲控股股份有限公司","新大洲控股","Sundiro Holding Co.,Ltd.","SUNDIRO HOLDING","007004","其它","0","-1","韩东丰","韩东丰","马鸿瀚","任春雨","王焱","001002","1992-12-30","81406.4","0","None","海南省海口市桂林洋开发区","摩托车工业村开发;旅游业综合开发;农业综合开发经营;摩托车及发动机配件的生产经营;室内外装饰装修工程施工;高科技开发;普通机械配件、电子产品、五金工具、交电商业、日用百货、文体用品、纺织品、橡胶制品、建材、矿产品(专营除外)、化工原料及产品(专营除外)、农副产品的销售;自行车及其配件生产经营;农用机械及其配件、内燃机及其配件生产经营;食品经营。(一般经营项目自主经营,许可经营项目凭相关许可证或者批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","煤炭采掘;物流运输;电动车的生产经营和物业管理等。","1","0","CN"
