公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000277","中国石油集团工程股份有限公司","中油工程","China Petroleum Engineering Corporation","CPEC","007004","其它","0","-1","白雪峰","白雪峰","王新革","于国锋","唐涛","001001","1999-04-28","558314.7471","0","None","新疆独山子区大庆东路2号","工程总承包服务;工程项目管理服务;工程勘察设计;环境保护监测;技术检测服务;信息系统集成服务;软件开发;机械设备、金属制品、五金产品、化工产品(不含危险化学品)的销售;专业化设计服务;建筑工程机械与设备租赁;货物进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","以油气田地面工程服务、储运工程服务、炼化工程服务、环境工程服务、项目管理服务为核心的石油工程设计、施工及总承包等相关工程建设业务。","1","0","CN"
