公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"80198873","内蒙古大中矿业股份有限公司","大中矿业","Inner Mongolia Dazhong Mining Co.,Ltd.","Dazhong Mining","007004","其它","0","-1","吴金涛","牛国锋","吴金涛","邓一新","高婷","001002","1999-10-29","150800.0","0","None","内蒙古巴彦淖尔市乌拉特前旗小佘太书记沟","矿产资源(非煤矿山)开釆;公路管理与养护;道路货物运输(不含危险货物);选矿;金属矿石销售;金属材料销售;金属制品销售;矿物洗选加工;非金属矿及制品销售;黑色金属铸造;游览景区管理;货物进出口;建筑材料销售;建筑用石加工;建筑工程用机械销售;矿山机械销售(依法须经批准的项目,经相关部门批准后方可开展经营活动)","铁矿石采选、铁精粉和球团的生产销售以及机制砂石的加工销售。","1","0","CN"
