公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000894","甘肃靖远煤电股份有限公司","靖远煤电","Gansu Jingyuan Coal Industry And Electricity Power Co.,Ltd.","JYCE","007004","其它","0","-1","杨先春","杨先春","林胜","滕万军","杨芳玲","001007","1996-12-28","250754.8888","0","None","甘肃省白银市平川区大桥路1号","煤炭开采、洗选、销售(仅限分支机构王家山煤矿、魏家地煤矿、大水头煤矿、红会第一煤矿凭许可证在有效期内经营);机械产品、矿山机械、矿山机电产品、电力设备的生产、销售、维修;发电、供电、供水;普通货物运输;铁路专运线运营;煤炭地质勘查与测绘服务;工程测量;建筑材料、化工产品(不含危险化学品)、工矿配件、机电产品(不含小汽车)、五金交电的批发、零售;设备租赁(不含融资租赁);房屋租赁。(凡涉及行政许可或资质经营项目,凭有效期许可证、资质证经营)。","煤炭开采与销售,热力及电力供应业务。","1","0","CN"
