公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000343","上海大屯能源股份有限公司","上海能源","Shanghai Datun Energy Resources Co.,ltd.","SHANGHAI ENERGY","007004","其它","0","-1","毛中华","毛中华","张付涛","段建军","黄耀盟","001001","1999-12-29","72271.8","0","None","中国(上海)自由贸易试验区浦东南路256号","煤炭开采;发电、输电、供电业务;电力设施承装、承修、承试;公共铁路运输;道路货物运输(不含危险货物);道路旅客运输经营;道路货物运输(含危险货物);铁路机车车辆维修;移动式压力容器/气瓶充装;货物进出口;技术进出口。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)一般项目:煤炭洗选;煤炭及制品销售;高性能有色金属及合金材料销售;有色金属压延加工(分支机构经营);有色金属合金制造(分支机构经营);热力生产和供应(分支机构经营);专用设备制造(不含许可类专业设备制造)(分支机构经营);通用设备制造(不含特种设备制造)(分支机构经营);机械电气设备制造(分支机构经营);通用设备修理;专用设备修理;电气设备修理;机械设备销售;电气机械设备销售;铁路运输设备销售;铁路运输辅助活动;机动车修理和维护;普通机械设备安装服务;运输设备租赁服务;机械设备租赁;汽车租赁;非居住房地产租赁;住房租赁;土地使用权租赁;普通货物仓储服务(不含危险化学品等需许可审批的项目);太阳能热发电产品销售;合同能源管理;新兴能源技术研发;光伏发电设备租赁;太阳能发电技术服务;风力发电技术服务;发电技术服务;智能家庭消费设备销售;智能家庭消费设备制造(分支机构经营);智能输配电及控制设备销售;会议及展览服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)(以上经营范围以市场监督管理部门最终核准的内容为准)。","煤炭开采、洗选加工、煤炭销售、铁路运输(限管辖内的煤矿专用铁路)、火力发电、铝锭生产和销售等业务。","1","0","CN"
