公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
80010371,2021-12-31 00:00:00,抵销,元,人民币,-1639119000000.0,None,None,-1646471000000.0,None,None,None,
80010371,2021-12-31 00:00:00,勘探与生产,元,人民币,669537000000.0,None,None,490797000000.0,None,None,None,
80010371,2021-12-31 00:00:00,炼油与化工,元,人民币,967723000000.0,None,None,698114000000.0,None,None,None,
80010371,2021-12-31 00:00:00,其他（补充）,元,人民币,62611000000.0,None,None,66498000000.0,None,None,None,
80010371,2021-12-31 00:00:00,天然气与管道,元,人民币,410226000000.0,None,None,387041000000.0,None,None,None,
80010371,2021-12-31 00:00:00,销售,元,人民币,2143071000000.0,None,None,2075302000000.0,None,None,None,
80010371,2021-12-31 00:00:00,总部及其他,元,人民币,300000000.0,None,None,223000000.0,None,None,None,
,,,,,,,,,,,,
