公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000570","内蒙古鄂尔多斯资源股份有限公司","鄂尔多斯","Inner Mongolia Erdos Resources Co.,ltd.","ERDOS","007004","其它","0","-1","王臻","王臻","张磊","郭升","李丽丽","001002","1995-10-15","199912.5896","0","None","内蒙古鄂尔多斯市东胜区罕台轻纺街1号","生产销售无毛绒、羊绒纱、羊绒衫等羊绒制品。","羊绒服装、电力冶金化工。","1","0","CN"
