公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
80180467,2020-06-30 00:00:00,其他,元,人民币,1120988.37,None,None,1555198.81,None,None,None,
80180467,2020-06-30 00:00:00,新材料及石化产品销售,元,人民币,20008964.11,None,None,14677270.21,None,None,None,
80180467,2020-06-30 00:00:00,油气田技术服务,元,人民币,11396156.79,None,None,8768504.32,None,None,None,
,,,,,,,,,,,,
