公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
80180467,2021-06-30 00:00:00,大宗商品贸易,元,人民币,885087.48,None,None,None,None,None,None,
80180467,2021-06-30 00:00:00,其他,元,人民币,1719216.23,None,None,1031593.78,None,None,None,
80180467,2021-06-30 00:00:00,新材料及石化产品销售,元,人民币,29686371.28,None,None,29053666.85,None,None,None,
80180467,2021-06-30 00:00:00,油气田技术服务,元,人民币,25749351.65,None,None,21186122.63,None,None,None,
80180467,2021-06-30 00:00:00,钻井工程服务,元,人民币,4575471.71,None,None,4392452.83,None,None,None,
,,,,,,,,,,,,
