公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10001309","河南大有能源股份有限公司","大有能源","Henan Dayou Energy Co.,ltd.","DYEC","007004","其它","0","-1","任春星","任春星","张林","张建强","李玉飞","001007","1998-01-15","239081.2402","0","None","河南省义马市千秋路6号","原煤开采(限分支机构凭有效许可证经营);煤炭批发经营;对煤炭行业的投资;取水,供水,供暖;煤炭洗选加工(限分支机构经营);自有铁路专用线煤炭运输;国内贸易;对外贸易(国家限定公司经营或禁止进出口的商品及技术除外);设备、房屋租赁;技术服务、咨询服务;供电、售电业务(以上范围凡需审批的,未获批准前不得经营)。","原煤开采、煤炭批发经营、煤炭洗选加工。","1","0","CN"
