公司代码,机构全称,机构简称,英文全称,英文简称,机构类型代码,机构类型,是否分支机构,是否上市,法定代表人,董事长,总经理,董事会秘书,֤证券代表,组织形式,成立日期,注册资本(万元),ְ职工人数,经营规模,注册地址,经营范围,主营业务,公司状态,机构级别,国家
"10000741","云南煤业能源股份有限公司","云煤能源","Yunnan Coal&Energy Co.,Ltd.","YNCE","007004","其它","0","-1","李树雄","李树雄","张国庆","戚昆琼","李丽芬","001007","1997-01-20","98992.36","0","None","云南省昆明市安宁市金方街道办事处","焦炭、煤气、蒸汽、煤焦化工副产品的生产及销售(生产限分公司);煤炭经营;矿产品、建筑材料、化工产品及原料(不含管理商品)的批发、零售、代购代销;燃气工程建筑施工,房屋建筑工程施工,市政公用工程施工;经营本企业自产产品及技术的出口业务;经营本企业生产所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务;企业管理,技术咨询服务。(国家限定公司经营和国家禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","以煤炭为原材料生产焦炭,利用生产焦炭产生的焦炉煤气制造煤气或甲醇,并对生产焦炭的副产品煤焦油和粗苯进行深加工,生产化工产品。","1","0","CN"
