交易日期,行业代码,平均开盘价,平均收盘价,平均最高价,平均最低价,成交量,成交金额,换手率,1天回报排名,1周回报排名,4周回报排名,13周回报排名,26周回报排名,52周回报排名,年初迄今回报排名,1天回报,1周回报,4周回报,13周回报,26周回报,52周回报,年初迄今回报,流通市值总和,总市值总和,市盈率,调整市盈率,追溯市盈率,市净率,调整市净率,市销率,追溯市销率,市价现金流比率,追溯市价现金流比率,红利收益率,追溯红利收益率,上涨家数,下跌家数,平盘家数
20170918,10101010,26.82,27.73,27.9,26.45,2629791.0,71694675.28,8.9754,None,None,None,None,None,None,None,3.16183875362835,1.702688,10.209196,0.598688,-36.117531,None,-30.027032,812489000.0,3321222100.0,53.0471,None,None,3.9202,None,7.7592,None,41.3096,None,None,None,None,None,None
20170919,10101010,27.75,27.0,27.82,26.93,2061705.0,56275493.36,7.0365,None,None,None,None,None,None,None,-2.632466730788566,0.44644,6.508944,2.622612,-42.77566,None,-29.714645,791100000.0,3233790000.0,51.6507,None,None,3.817,None,7.5549,None,40.2221,None,None,None,None,None,None
20170920,10101010,27.02,27.15,27.2,26.65,1371849.0,36961036.92,4.6821,None,None,None,None,None,None,None,0.5558401922587837,0.44644,6.508944,2.622612,-42.77566,None,-29.714645,795495000.0,3251755500.0,51.9376,None,None,3.8382,None,7.5969,None,40.4456,None,None,None,None,None,None
20170921,10101010,27.06,26.77,27.48,26.77,1265549.0,34331459.23,4.3193,None,None,None,None,None,None,None,-1.3998805024760845,1.004522,7.10071,3.192785,-42.457721,None,-29.324138,784361000.0,3206242900.0,51.2107,None,None,3.7845,None,7.4906,None,39.8795,None,None,None,None,None,None
20170922,10101010,26.56,26.8,27.16,26.42,1083025.0,28989286.5,3.6963,None,None,None,None,None,None,None,0.1122718316666072,-0.409141,5.601724,1.748495,-43.263085,None,-30.31332,785240000.0,3209836000.0000005,51.2681,None,None,3.7888,None,7.499,None,39.9242,None,None,None,None,None,None
20170925,10101010,26.45,26.4,26.81,26.31,802200.0,21297666.51,2.7379,None,None,None,None,None,None,None,-1.4924320068921515,-0.297499,5.720105,1.862556,-43.199482,None,-30.235201,773520000.0,3161928000.0,50.5029,None,None,3.7322,None,7.387,None,39.3283,None,None,None,None,None,None
20170926,10101010,26.31,26.91,28.36,26.31,2505921.0,68041006.52,8.5526,None,None,None,None,None,None,None,1.9315949983601781,-1.492509,-1.858529,1.421707,-33.180828,None,-31.276447,788463000.0,3223010700.0,51.4785,None,None,3.8043,None,7.5298,None,40.0881,None,None,None,None,None,None
20170927,10101010,26.6,27.2,27.28,26.45,2185898.0,58752170.77,7.4604,None,None,None,None,None,None,None,1.0780445049316347,0.41049,0.0374,3.381004,-31.889994,None,-29.948823,796960000.0,3257743999.9999995,52.0333,None,None,3.8453,None,7.6109,None,40.5201,None,None,None,None,None,None
20170928,10101010,26.96,27.2,27.52,26.91,1463329.0,39812311.06,4.9943,None,None,None,None,None,None,None,0.0,1.492638,1.115527,4.495166,-31.155956,None,-29.193865,796960000.0,3257743999.9999995,52.0333,None,None,3.8453,None,7.6109,None,40.5201,None,None,None,None,None,None
20170929,10101010,26.96,27.0,27.3,26.88,1262700.0,34168632.0,4.3096,None,None,None,None,None,None,None,-0.7354232525465421,0.746351,0.372013,3.726801,-31.662174,None,-29.71451,791100000.0,3233790000.0,51.6507,None,None,3.817,None,7.5549,None,40.2221,None,None,None,None,None,None
20171009,10101010,27.08,27.5,27.73,27.03,1516649.0,41457113.41,5.1763,None,None,None,None,None,None,None,1.8518108970814868,1.851896,4.048765,-0.506028,-35.768154,None,-28.412897,805750000.0,3293675000.0,52.6072,None,None,3.8877,None,7.6948,None,40.967,None,None,None,None,None,None
20171010,10101010,27.33,27.78,27.84,27.33,1628898.0,44878981.22,5.5594,None,None,None,None,None,None,None,1.018362369085795,1.851896,4.048765,-0.506028,-35.768154,None,-28.412897,813954000.0000001,3327210600.0,53.1428,None,None,3.9273,None,7.7732,None,41.3841,None,None,None,None,None,None
20171011,10101010,27.76,27.45,28.1,27.39,1723227.0,47773411.78,5.8813,None,None,None,None,None,None,None,-1.1879343698502602,2.888957,5.108195,0.507025,-35.114142,None,-27.683993,804285000.0,3287686499.9999995,52.5115,None,None,3.8806,None,7.6809,None,40.8925,None,None,None,None,None,None
20171012,10101010,27.39,27.55,27.58,27.15,1341998.0,36728463.95,4.5802,None,None,None,None,None,None,None,0.36436278206392575,1.666738,3.859613,-0.686899,-35.884922,None,-28.543036,807215000.0,3299663500.0000005,52.7028,None,None,3.8948,None,7.7088,None,41.0415,None,None,None,None,None,None
20171013,10101010,27.55,28.1,28.18,27.37,2155898.0,60177181.1,7.358,None,None,None,None,None,None,None,1.9961781460757297,2.037117,4.237981,-0.325094,-35.651346,None,-28.282713,823330000.0,3365537000.0,53.755,None,None,3.9725,None,7.8627,None,41.8608,None,None,None,None,None,None
20171016,10101010,28.2,28.17,28.25,26.72,3156225.0,87228603.08,10.7721,None,None,None,None,None,None,None,0.24897735120682524,4.07417,6.318972,1.6648,-34.3667,None,-26.85096,825381000.0,3373920900.0000005,53.8889,None,None,3.9824,None,7.8823,None,41.9651,None,None,None,None,None,None
20171017,10101010,27.69,27.55,28.18,27.01,2122098.0,58857296.4,7.2427,None,None,None,None,None,None,None,-2.200609062453636,0.249085,4.79939,9.696837,-31.263328,None,-26.668756,807215000.0,3299663500.0000005,52.7028,None,None,3.8948,None,7.7088,None,41.0415,None,None,None,None,None,None
20171018,10101010,27.4,26.81,27.7,26.8,1415225.0,38506054.3,4.8301,None,None,None,None,None,None,None,-2.686134761892723,-1.957309,2.492848,7.282506,-32.776162,None,-28.282713,785533000.0,3211033700.0,51.2872,None,None,3.7902,None,7.5018,None,39.9391,None,None,None,None,None,None
20171019,10101010,26.7,26.0,26.94,26.0,1051400.0,27759765.0,3.5884,None,None,None,None,None,None,None,-3.0212366319837574,-4.59076,-0.260135,4.400872,-34.58181,None,-30.209056,761800000.0,3114020000.0,49.7377,None,None,3.6757,None,7.2751,None,38.7324,None,None,None,None,None,None
20171020,10101010,25.9,26.32,26.76,25.71,901200.0,23722473.66,3.0758,None,None,None,None,None,None,None,1.230603167798389,-7.473357,-3.273573,1.246611,-36.558288,None,-32.317648,771176000.0,3152346400.0,50.3498,None,None,3.7209,None,7.3647,None,39.2091,None,None,None,None,None,None
20171023,10101010,26.09,27.01,27.69,26.09,1209038.0,32630847.45,4.1264,None,None,None,None,None,None,None,2.621857382150651,-6.334541,-2.083066,2.492752,-35.777449,None,-31.484616,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20171024,10101010,26.81,26.61,26.97,26.15,728700.0,19338337.51,2.487,None,None,None,None,None,None,None,-1.4811921754733772,2.621608,0.783762,17.640063,-11.335508,None,-29.688411,779673000.0,3187079699.9999995,50.9046,None,None,3.7619,None,7.4458,None,39.6412,None,None,None,None,None,None
