交易日期,行业代码,平均开盘价,平均收盘价,平均最高价,平均最低价,成交量,成交金额,换手率,1天回报排名,1周回报排名,4周回报排名,13周回报排名,26周回报排名,52周回报排名,年初迄今回报排名,1天回报,1周回报,4周回报,13周回报,26周回报,52周回报,年初迄今回报,流通市值总和,总市值总和,市盈率,调整市盈率,追溯市盈率,市净率,调整市净率,市销率,追溯市销率,市价现金流比率,追溯市价现金流比率,红利收益率,追溯红利收益率,上涨家数,下跌家数,平盘家数
20170103,10102020,4.03,4.01,4.06,3.93,54226833.0,215940953.0,2.2817,None,None,None,None,None,None,None,0.0,5.249346,-10.836586,0.647463,-4.822145,6.708673,0.0,9530199924.599998,16245458645.699999,534.2715,None,None,2.9658,None,37.7589,None,72.7997,None,None,None,None,None,None
20170104,10102020,4.0,4.11,4.14,3.96,71289660.0,289934818.0,2.9996,None,None,None,None,None,None,None,2.4938729021049695,0.0,-9.940823,-0.339896,-14.393482,-9.88759,0.0,9767860770.6,16650582302.700003,547.5949,None,None,3.0397,None,38.7006,None,74.6151,None,None,None,None,None,None
20170105,10102020,4.07,3.99,4.1,3.98,72864155.0,293455756.0,3.0659,None,None,None,None,None,None,None,-2.9196870738534364,2.493801,-7.694926,2.145429,-12.258626,-7.640366,2.493801,9482667755.400002,16164433914.300001,531.6068,None,None,2.951,None,37.5706,None,72.4366,None,None,None,None,None,None
20170106,10102020,3.97,3.94,4.02,3.91,53730730.0,212212795.0,2.2608,None,None,None,None,None,None,None,-1.2531235675947545,-0.498712,-10.389958,-0.836913,-14.820412,-10.336992,-0.498712,9363837332.4,15961872085.800001,524.945,None,None,2.914,None,37.0998,None,71.5289,None,None,None,None,None,None
20170109,10102020,3.92,3.95,3.97,3.91,37939072.0,149026640.0,1.5964,None,None,None,None,None,None,None,0.25380520637582893,0.253803,-6.619313,-5.597154,-21.166044,-11.861375,-1.496187,9387603417.0,16002384451.5,526.2774,None,None,2.9214,None,37.194,None,71.7104,None,None,None,None,None,None
20170110,10102020,3.94,3.94,3.97,3.89,61532936.0,241214589.0,2.5891,None,None,None,None,None,None,None,-0.25316266634803775,0.253803,-6.619313,-5.597154,-21.166044,-11.861375,-1.496187,9363837332.4,15961872085.800001,524.945,None,None,2.914,None,37.0998,None,71.5289,None,None,None,None,None,None
20170111,10102020,3.93,3.89,3.94,3.86,45620431.0,177112187.0,1.9196,None,None,None,None,None,None,None,-1.2690260318791269,-3.5e-05,-6.855749,-5.836179,-21.365648,-12.084539,-1.745595,9245006909.4,15759310257.300001,518.2833,None,None,2.877,None,36.629,None,70.6211,None,None,None,None,None,None
20170112,10102020,3.89,3.86,3.9,3.82,36550953.0,141036342.0,1.5379,None,None,None,None,None,None,None,-0.7712023780635665,-1.269035,-8.03775,-7.031118,-22.363518,-13.200186,-2.992444,9173708655.6,15637773160.2,514.2862,None,None,2.8548,None,36.3465,None,70.0765,None,None,None,None,None,None
20170113,10102020,3.85,3.82,3.87,3.76,34755909.0,132093601.0,1.4624,None,None,None,None,None,None,None,-1.0362615108326112,-2.030445,-8.74696,-7.748091,-22.962249,-13.869584,-3.740563,9078644317.199999,15475723697.4,508.9568,None,None,2.8252,None,35.9699,None,69.3503,None,None,None,None,None,None
20170116,10102020,3.79,3.68,3.8,3.46,47833999.0,177207181.0,2.0127,None,None,None,None,None,None,None,-3.665021866320722,-3.045712,-9.692623,-8.704106,-23.760598,-14.76216,-4.738108,8745919132.8,14908550577.6,490.304,None,None,2.7217,None,34.6516,None,66.8087,None,None,None,None,None,None
20170117,10102020,3.67,3.68,3.69,3.56,32621204.0,118916159.0,1.3726,None,None,None,None,None,None,None,0.0,-3.664907,-3.412009,-13.678734,-13.625737,-9.37134,-8.229367,8745919132.8,14908550577.6,490.304,None,None,2.7217,None,34.6516,None,66.8087,None,None,None,None,None,None
20170118,10102020,3.64,3.69,3.72,3.6,28093431.0,103275972.0,1.1821,None,None,None,None,None,None,None,0.27173731525135975,-3.664907,-3.412009,-13.678734,-13.625737,-9.37134,-8.229367,8769685217.4,14949062943.3,491.6363,None,None,2.7291,None,34.7458,None,66.9902,None,None,None,None,None,None
20170119,10102020,3.66,3.71,3.72,3.65,20959700.0,77225671.0,0.8819,None,None,None,None,None,None,None,0.5420018093374122,-3.403166,-3.149582,-13.444201,-13.39106,-9.125105,-7.980029,8817217386.599998,15030087674.7,494.301,None,None,2.7439,None,34.9341,None,67.3533,None,None,None,None,None,None
20170120,10102020,3.69,3.76,3.77,3.68,23280882.0,87083240.0,0.9796,None,None,None,None,None,None,None,1.34769996514797,-2.879614,-2.624655,-12.97507,-12.921642,-8.632564,-7.481282,8936047809.599998,15232649503.199999,500.9628,None,None,2.7809,None,35.4049,None,68.2611,None,None,None,None,None,None
20170123,10102020,3.75,3.81,3.85,3.74,21557060.0,82180560.0,0.9071,None,None,None,None,None,None,None,1.3297785402248334,-1.570713,-1.312318,-11.802227,-11.748079,-7.401197,-6.234399,9054878232.6,15435211331.7,507.6245,None,None,2.8178,None,35.8757,None,69.1688,None,None,None,None,None,None
20170124,10102020,3.81,3.74,3.83,3.73,16689403.0,63097268.0,0.7022,None,None,None,None,None,None,None,-1.8372584872231947,1.329806,-4.987498,-11.611406,-6.047981,29.614994,-4.987498,8888515640.4,15151624771.800001,498.2981,None,None,2.7661,None,35.2166,None,67.898,None,None,None,None,None,None
20170125,10102020,3.72,3.73,3.76,3.7,13354986.0,49772036.0,0.5619,None,None,None,None,None,None,None,-0.2673779217347779,-0.531926,-6.733163,-13.23537,-7.774161,27.233578,-6.733163,8864749555.8,15111112406.1,496.9657,None,None,2.7587,None,35.1224,None,67.7164,None,None,None,None,None,None
20170126,10102020,3.7,3.72,3.74,3.69,19701124.0,73196720.0,0.829,None,None,None,None,None,None,None,-0.26809474789999305,-0.797898,-6.982553,-13.467374,-8.020768,26.893362,-6.982553,8840983471.2,15070600040.4,495.6334,None,None,2.7513,None,35.0282,None,67.5349,None,None,None,None,None,None
20170203,10102020,3.72,3.73,3.76,3.69,12155908.0,45227899.0,0.5115,None,None,None,None,None,None,None,0.2688154279438554,-1.063852,-7.231926,-13.699361,-8.267358,26.55317,-7.231926,8864749555.8,15111112406.1,496.9657,None,None,2.7587,None,35.1224,None,67.7164,None,None,None,None,None,None
20170206,10102020,3.72,3.74,3.76,3.71,15229512.0,56964311.0,0.6408,None,None,None,None,None,None,None,0.26809474789999305,0.268795,-5.330049,-12.667649,-4.100069,13.030156,-6.982571,8888515640.4,15151624771.800001,498.2981,None,None,2.7661,None,35.2166,None,67.898,None,None,None,None,None,None
20170207,10102020,3.77,3.91,4.06,3.76,63898020.0,250398692.0,2.6886,None,None,None,None,None,None,None,4.545424669491169,0.268093,-2.094321,-19.977337,-4.809037,19.831194,-6.733197,9292539078.6,15840334988.7,520.948,None,None,2.8918,None,36.8173,None,70.9842,None,None,None,None,None,None
20170208,10102020,3.91,3.9,3.93,3.84,32783499.0,127067108.0,1.3794,None,None,None,None,None,None,None,-0.2557528677893497,4.825785,2.355988,-16.339902,-0.482126,25.278129,-2.493749,9268772993.999998,15799822623.0,519.6156,None,None,2.8844,None,36.7232,None,70.8027,None,None,None,None,None,None
20170209,10102020,3.89,3.89,3.92,3.86,23397436.0,90924622.0,0.9845,None,None,None,None,None,None,None,-0.25640864024002324,4.557636,2.094157,-16.553908,-0.736697,24.957662,-2.743174,9245006909.4,15759310257.300001,518.2833,None,None,2.877,None,36.629,None,70.6211,None,None,None,None,None,None
20170210,10102020,3.89,3.87,3.91,3.86,32749976.0,127007338.0,1.378,None,None,None,None,None,None,None,-0.5141355685002102,4.289543,1.832381,-16.76787,-0.991215,24.637262,-2.992548,9197474740.199999,15678285525.9,515.6186,None,None,2.8622,None,36.4407,None,70.2581,None,None,None,None,None,None
20170213,10102020,3.88,3.93,3.97,3.87,37164737.0,146080814.0,1.5638,None,None,None,None,None,None,None,1.5505047874455495,3.753395,1.308864,-17.195763,-1.500216,23.996506,-3.491259,9340071247.8,15921359720.100002,523.6127,None,None,2.9066,None,37.0057,None,71.3473,None,None,None,None,None,None
20170215,10102020,3.9,3.85,3.9,3.84,30529060.0,118003713.0,1.2846,None,None,None,None,None,None,None,-1.2820432012000982,0.775165,3.723372,-22.081848,-3.641059,22.783573,-2.743157,9149942571.0,15597260794.5,512.9539,None,None,2.8474,None,36.2524,None,69.895,None,None,None,None,None,None
20170216,10102020,3.85,3.87,3.87,3.82,18407803.0,70761053.0,0.7745,None,None,None,None,None,None,None,0.5194772026382547,-0.516879,2.393529,-23.080841,-4.876482,21.209358,-3.990092,9197474740.199999,15678285525.9,515.6186,None,None,2.8622,None,36.4407,None,70.2581,None,None,None,None,None,None
20170217,10102020,3.86,3.81,3.88,3.81,22399560.0,85955231.0,0.9425,None,None,None,None,None,None,None,-1.5503777489541528,-7.2e-05,2.925455,-22.681252,-4.382323,21.839031,-3.491329,9054878232.6,15435211331.7,507.6245,None,None,2.8178,None,35.8757,None,69.1688,None,None,None,None,None,None
20170220,10102020,3.79,3.78,3.81,3.72,30054378.0,112831355.0,1.2646,None,None,None,None,None,None,None,-0.7873964945242342,-1.550474,1.329695,-23.880004,-5.864782,19.950034,-4.987602,8983579978.8,15313674234.6,503.6275,None,None,2.7957,None,35.5932,None,68.6241,None,None,None,None,None,None
20170221,10102020,3.78,3.81,3.84,3.75,25226071.0,96029269.0,1.0614,None,None,None,None,None,None,None,0.7936456324127973,-0.787392,1.612844,-13.833079,-17.114822,11.435003,-5.735722,9054878232.6,15435211331.7,507.6245,None,None,2.8178,None,35.8757,None,69.1688,None,None,None,None,None,None
20170222,10102020,3.81,3.8,3.83,3.78,17559774.0,66746413.0,0.7389,None,None,None,None,None,None,None,-0.26246549817474474,5.5e-05,2.419341,-13.149176,-16.456966,12.319458,-4.98755,9031112148.0,15394698965.999998,506.2922,None,None,2.8104,None,35.7815,None,68.9872,None,None,None,None,None,None
20170223,10102020,3.81,3.77,3.81,3.75,21733828.0,81894443.0,0.9145,None,None,None,None,None,None,None,-0.7895979558172,-0.262446,2.15049,-13.37716,-16.676267,12.024619,-5.236958,8959813894.2,15273161868.9,502.2951,None,None,2.7883,None,35.4991,None,68.4426,None,None,None,None,None,None
20170224,10102020,3.78,3.74,3.79,3.73,23446399.0,87940197.0,0.9865,None,None,None,None,None,None,None,-0.7957518172404964,-1.83732,0.537515,-14.74495,-17.991963,10.25573,-6.733284,8888515640.4,15151624771.800001,498.2981,None,None,2.7661,None,35.2166,None,67.898,None,None,None,None,None,None
20170227,10102020,3.74,3.69,3.77,3.64,33989251.0,126141808.0,1.4302,None,None,None,None,None,None,None,-1.33689136607424,-1.83732,0.537515,-14.74495,-17.991963,10.25573,-6.733284,8769685217.4,14949062943.3,491.6363,None,None,2.7291,None,34.7458,None,66.9902,None,None,None,None,None,None
