交易日期,行业代码,平均开盘价,平均收盘价,平均最高价,平均最低价,成交量,成交金额,换手率,1天回报排名,1周回报排名,4周回报排名,13周回报排名,26周回报排名,52周回报排名,年初迄今回报排名,1天回报,1周回报,4周回报,13周回报,26周回报,52周回报,年初迄今回报,流通市值总和,总市值总和,市盈率,调整市盈率,追溯市盈率,市净率,调整市净率,市销率,追溯市销率,市价现金流比率,追溯市价现金流比率,红利收益率,追溯红利收益率,上涨家数,下跌家数,平盘家数
20170103,15104020,14.476545,14.574363,14.716909,14.405818,426688637.0,5467294809.11,0.7419,None,None,None,None,None,None,None,0.8570093934788815,-0.018488909090909045,-4.763481818181819,-0.5034976181818182,2.7964796000000014,-7.803989092592593,0.0,578494849865.67,738513174134.1901,271.0426,None,None,3.9869,None,2.9555,None,35.9193,None,0.0005,None,None,None,None
20170104,15104020,14.563454,14.905454,14.999272,14.439818,600181598.0,8471094357.05,1.0435,None,None,None,None,None,None,None,1.3116984168760397,0.8570489999999998,-4.282258818181819,1.9900935272727274,-0.5169896363636356,-7.47653272222222,0.8570489999999998,585951304629.32,748718717824.29,274.7881,None,None,4.042,None,2.9963,None,36.4156,None,0.0005,None,None,None,None
20170105,15104020,14.896909,14.854727,15.060909,14.697818,663501575.0,8283483637.14,1.1536,None,None,None,None,None,None,None,0.0049448691064122325,2.181461254545455,-3.092367436363636,3.309707854545454,0.6920138545454546,-6.188597018518517,2.181461254545455,586985648892.72,749566761053.0599,275.0994,None,None,4.0466,None,2.9997,None,36.4569,None,0.0005,None,None,None,None
20170106,15104020,14.955272,14.744727,15.058363,14.643454,563728850.0,7181647456.35,0.9802,None,None,None,None,None,None,None,-1.1164869288188022,2.179559072727273,-3.111740581818182,3.313285745454545,0.7247107454545443,-6.1695566296296285,2.179559072727273,581472899950.4,740677532607.15,271.8369,None,None,3.9986,None,2.9641,None,36.0245,None,0.0005,None,None,None,None
20170109,15104020,14.687818,14.878363,15.032545,14.538727,492730476.0,6850253746.66,0.8567,None,None,None,None,None,None,None,0.6840172953089259,0.684015927272727,0.5667455636363634,0.863811709090909,-6.290174436363636,-3.7910702962962968,1.7453296545454542,585332204972.64,746030932123.66,273.8017,None,None,4.0275,None,2.9855,None,36.2849,None,0.0005,None,None,None,None
20170110,15104020,14.867636,14.940545,15.203454,14.682909,822478697.0,10438102528.3,1.4268,None,None,None,None,None,None,None,0.36078296408322164,0.6840159272727272,0.5667455636363633,0.8638117090909089,-6.290174436363636,-3.7910702962962954,1.7453296545454544,590460845208.08,751798951254.2301,275.9186,None,None,4.0586,None,3.0401,None,36.5655,None,0.0005,None,None,None,None
20170111,15104020,14.91709,14.872181,15.24709,14.693272,860490504.0,9558729633.1,1.4927,None,None,None,None,None,None,None,-0.4463479000294828,1.044895309090909,0.916800709090909,1.3043375454545452,-5.892745890909092,-3.378721407407408,2.1203295636363633,588758302376.0499,750175244691.1102,275.3227,None,None,4.0499,None,3.0336,None,36.4865,None,0.0005,None,None,None,None
20170112,15104020,14.330181,14.21709,14.558909,14.068727,641492988.0,7799083834.0,1.1128,None,None,None,None,None,None,None,-1.3247958447511676,0.5882574363636364,0.4621460363636363,0.875092927272727,-6.248966436363635,-3.737383037037038,1.6663566181818181,580318698354.19,740171400020.34,271.6512,None,None,3.9959,None,2.9931,None,35.9999,None,0.0005,None,None,None,None
20170113,15104020,14.232545,13.947636,14.379818,13.837636,600909758.0,6985897299.63,1.0424,None,None,None,None,None,None,None,-1.5326646987807804,-0.7369390545454546,-0.8603436727272729,-0.4179630181818183,-7.505819909090911,-4.975305407407408,0.32347752727272716,570830311802.45,727714683877.26,267.0794,None,None,3.9286,None,2.9427,None,35.3941,None,0.0005,None,None,None,None
20170116,15104020,13.908545,13.298909,14.018727,12.806727,802886584.0,9209306729.08,1.3928,None,None,None,None,None,None,None,-3.5838053693973353,-2.2579345999999996,-2.3529883090909083,-1.963650545454545,-8.865109181818182,-6.400372777777774,-1.2165542181818179,556120799002.5399,707374990799.5701,259.6145,None,None,3.8188,None,2.8605,None,34.4048,None,0.0005,None,None,None,None
