公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
10000963,2019-06-30 00:00:00,钒产品,元,人民币,3877329889.03,None,None,2613303638.12,None,None,None,
10000963,2019-06-30 00:00:00,其他(补充),元,人民币,308775949.3,None,None,286143345.39,None,None,None,
10000963,2019-06-30 00:00:00,电,元,人民币,934662051.22,None,None,830756765.41,None,None,None,
10000963,2019-06-30 00:00:00,钛白粉,元,人民币,2053801785.82,None,None,1785743313.33,None,None,None,
10000963,2019-06-30 00:00:00,其他,元,人民币,84122880.08,None,None,85405805.25,None,None,None,
,,,,,,,,,,,,
