公司代码,报表日期,产品,单位,币种,本期主营业务收入,占主营业务收入比例,前期主营业务收入,本期主营业务成本,占主营业务成本比例,前期主营业务成本,本期毛利率,
10000963,2020-06-30 00:00:00,其他(补充),元,人民币,229785193.46,None,None,223926333.53,None,None,None,
10000963,2020-06-30 00:00:00,钛产品,元,人民币,1912328840.4,None,None,1669411723.68,None,None,None,
10000963,2020-06-30 00:00:00,电产品,元,人民币,955297296.0,None,None,878179261.49,None,None,None,
10000963,2020-06-30 00:00:00,钒产品,元,人民币,1793177013.63,None,None,1566846496.54,None,None,None,
10000963,2020-06-30 00:00:00,钢材及钢材制品,元,人民币,110786413.93,None,None,104028133.7,None,None,None,
,,,,,,,,,,,,
